ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,"CODIGO 
POSTAL","MUNICIPIO O 
DELEGACION",ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS 
(ESTUPEFACIENTES), (PSICOTRÓPICOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN
ANIMAL, HEMODERIVADOS)"
FARMACIA LA PRINCIPAL,FARMACIA,CALLE NICOLÁS BRAVO #4,CENTRO,99960,JUCHIPILA,ZACATECAS,32 023 09 0016,01/08/19,"II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA U.M.R. CONTITLÁN,BOTICA,IGNACIO ALLENDE S/N,CENTRO/CONTITLÁN,99969,JUCHIPILA,ZACATECAS,32 023 10 0001,20/09/99,"I, II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA U.M.F. ISSSTE,BOTICA,CALLE RUISEÑOR S/N,FRACC. REYNA ELENA,99960,JUCHIPILA,ZACATECAS,32 023 10 0002,10/01/00,"II, III, VACUNAS, SUEROS"
BOTICA UNIDAD MEDICINA FAMILIAR #27 JUCHIPILA,BOTICA,CARRETERA GUADALAJARA-SALTILLO KM. 12.5,COLONIA REYNA ELENA,99960,JUCHIPILA,ZACATECAS,32 023 10 0003,16/02/18,"II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA HOSPITAL COMUNITARIO JUCHIPILA,BOTICA,AV. MERCURIO #55,FRAC. DEL SOL,99960,JUCHIPILA,ZACATECAS,32 023 10 0004,30/06/00,"I, II, III, VACUNAS, SUEROS"
BOTICA DIMESA JUCHIPILA,BOTICA,MERCURIO # 55,FRAC. DEL SOL,99960,JUCHIPILA,ZACATECAS,32 023 10 0005,13/12/17,"I, II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA C. DE SALUD MEZQUITAL DEL ORO,BOTICA,MORELOS #48,CENTRO,99860,MEZQUITAL DE ORO,ZACATECAS,32 028 10 0001,21/07/99,"I, II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
FARMACIA SAN JOSÉ,FARMACIA,AV. JUÁREZ #170,CENTRO,99980,MOYAHUA,ZACATECAS,32 033 09 0001,18/12/18,"II, III, VACUNAS, SUEROS"
BOTICA CENTRO DE SALUD,BOTICA,ZACATECAS #134,CENTRO,99980,MOYAHUA,ZACATECAS,32 033 10 0001,21/07/99,"I, II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA U.M.R. CUXPALA,BOTICA,HIDALGO S/N,/CUXPALA,99989,MOYAHUA,ZACATECAS,32 033 10 0002,20/07/99,"I, II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA U.M.R. PALMAREJO,BOTICA,DOMICILIO CONOCIDO,/PALMAREJO,99998,MOYAHUA,ZACATECAS,32 033 10 0003,20/07/99,"I, II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
FARMACIA SAN FRANCISCO,FARMACIA,VICTORIA #60,CENTRO,99900,NOCHISTLÁN,ZACATECAS,32 034 09 0001,10/08/17,II y III
SUPER FARMACIA CARRILLO,FARMACIA,MEJÍA #1,CENTRO,99900,NOCHISTLÁN,ZACATECAS,32 034 09 0004,10/08/17,"II, III, VACUNAS, SUEROS"
FARMACIA SAN ANTONIO,FARMACIA,MEJÍA #26,CENTRO,99900,NOCHISTLÁN,ZACATECAS,32 034 09 0009,10/08/17,"II, III, VACUNAS, SUEROS"
FARMACIA MIGUEL ÁNGEL,FARMACIA,INDEPENDENCIA #12,CENTRO,99900,NOCHISTLÁN,ZACATECAS,32 034 09 0011,21/04/99,"II, III, VACUNAS, SUEROS"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,MEJÍA #24,CENTRO,99900,NOCHISTLÁN,ZACATECAS,32 034 09 0014,10/08/17,"II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
"FARMACIA DEL PARIAN, S.A. DE C.V.",FARMACIA,PORTAL ABASOLO #13,CENTRO,99900,NOCHISTLÁN,ZACATECAS,32 034 09 0015,10/08/17,"II, III , VACUNAS,  TOXOIDES"
FARMACIA DEL CENTRO,FARMACIA,JOSÉFA ORTÍZ DE D. #11,CENTRO,99900,NOCHISTLÁN,ZACATECAS,32 034 09 0016,10/08/17,"II, III,  TOXOIDES"
SUPER FARMACIA DURAN,FARMACIA,HIDALGO #6,CENTRO,99900,NOCHISTLÁN,ZACATECAS,32 034 09 0018,10/08/17,"II, III, VACUNAS,  SUEROS"
FARMACIA MI BODEGA AURRERA NOCHISTLAN DE MEJIA,FARMACIA,5 DE MAYO # 51,CENTRO,99900,NOCHISTLÁN,ZACATECAS,32 034 09 0021,10/08/17,"II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
FARMACIA HOSPITAL JOSE MINERO ROQUE,FARMACIA,AUZA # 120,ARBOLEDAS,99900,NOCHISTLÁN,ZACATECAS,32 034 09 0022,10/08/17,"I, II, III, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
FARMACIA CHOLE ROQUE,FARMACIA,ROBLE #16,CENTRO,99900,NOCHISTLÁN,ZACATECAS,32 034 09 0023,03/05/16,"II, III,  VACUNAS"
BOTICA CENTRO DE SALUD EL MOLINO,BOTICA,DOMICILIO CONOCIDO,/EL MOLINO,99900,NOCHISTLÁN,ZACATECAS,32 034 10 0001,21/07/99,"I, II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA U.M.R. TLACHICHILA,BOTICA,DOMICILIO CONOCIDO,/TLACHICHILA,99918,NOCHISTLÁN,ZACATECAS,32 034 10 0002,20/07/99,"I, II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA U.M.R. LA ESTANCIA,BOTICA,CALLE CADENA S/N,/LA ESTANCIA,99919,NOCHISTLÁN,ZACATECAS,32 034 10 0003,20/07/99,"I, II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA U.M.R. DANIEL CAMARENA,BOTICA,LA TRINIDAD #40,/DANIEL CAMARENA,99904,NOCHISTLÁN,ZACATECAS,32 034 10 0004,20/07/99,"I, II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA HOSPITAL COMUNITARIO NOCHISTLAN,BOTICA,LIBRAMIENTO NOCHISTLAN KM.1,CENTRO,99900,NOCHISTLÁN,ZACATECAS,32 034 10 0005,06/07/99,"I, II , III, VACUNAS,  SUEROS"
BOTICA U.M.F. NOCHISTLÁN,BOTICA,MOYAHUA #46,CENTRO,99900,NOCHISTLÁN,ZACATECAS,32 034 10 0006,28/01/00,"II , III, VACUNAS,  SUEROS"
BOTICA U.M.F.-11 DEL IMSS,BOTICA,PEÑOL Y RAZA CAXCANA S/N,CENTRO,99900,NOCHISTLÁN,ZACATECAS,32 034 10 0007,19/11/99,"II , III,, TOXIODES, SUERO, HEMODERIVADOS"
BOTICA DIMESA NOCHISTLAN,BOTICA,LIBRAMIENTO NOCHISTLAN KM.1,CENTRO,99900,NOCHISTLÁN,ZACATECAS,32 034 10 0009,13/12/17,"I, II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
FARMACIA ENCISO,FARMACIA,MARIANO ESCOBEDO #86 ESQ. GUERRERO,CENTRO,99630,TABASCO,ZACATECAS,32 044 09 0001,10/08/17,"II, III, VACUNAS, SUEROS"
FARMACIA LA FE,FARMACIA,GÓMEZ FARÍAS #30,CENTRO,99630,TABASCO,ZACATECAS,32 044 09 0009,10/08/17,"II, III,  SUEROS"
FARMACIA LA LUZ,FARMACIA,J. ORTIZ DE DOMINGUEZ ESQ. CON GOMEZ FARIAS,CENTRO,99631,TABASCO,ZACATECAS,32 044 09 0010,10/08/17,"II, III,  SUEROS"
BOTICA U.M. # 39,BOTICA,SANTOS DEGOLLADO # 47,CENTRO,99630,TABASCO,ZACATECAS,32 044 10 0001,22/07/99,"I, II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA DEL CENTRO DE SALUD COSALIMA,BOTICA,DOMICILIO CONOCIDO,COSALIMA,99630,TABASCO,ZACATECAS,32 044 10 0002,21/07/99,"I, II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA U.M.R.  EL CHIQUE,BOTICA,ADOLFO LÓPEZ MATEOS S/N,/EL CHIQUE,99650,TABASCO,ZACATECAS,32 044 10 0003,20/07/99,"I, II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
"BOTICA U.M.F TABASCO, ZAC.",BOTICA,MANUEL ÁVILA MEDINA NO. 6-A,CENTRO,99630,TABASCO,ZACATECAS,32 044 10 0004,11/01/00,
BOTICA HOSPITAL COMUNITARIO TABASCO,BOTICA,MANUEL DOBLADO S/N,CENTRO,99630,TABASCO,ZACATECAS,32 044 10 0006,09/02/06,"I,II, III, VACUNAS,  SUEROS"
BOTICA DIMESA TABASCO,BOTICA,MANUEL DOBLADO S/N,CENTRO,99631,TABASCO,ZACATECAS,32 044 10 0007,13/12/17,"I, II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
FARMACIA SANTA TERESA,FARMACIA,LÓPEZ RAYÓN #7,CENTRO,99500,VILLANUEVA,ZACATECAS,32 055 09 0002,10/08/17,"II, III , VACUNAS"
FARMACIA SAN JUDAS TADEO,FARMACIA,AV. ALLENDE #4,CENTRO,99500,VILLANUEVA,ZACATECAS,32 055 09 0005,10/08/17,"II, III"
FARMACIA SANTA ELENA,FARMACIA,MORELOS #29,CENTRO,99500,VILLANUEVA,ZACATECAS,32 055 09 0007,10/08/17,"II, III, VACUNAS"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,PLATÓN #4,CENTRO,99500,VILLANUEVA,ZACATECAS,32 055 09 0010,10/08/17,"II, III"
FARMACIA MI BODEGA AURRERA VILLANUEVA ZACATECAS,FARMACIA,BOULEVARD PASCUAL SANTOYO # 74,LINDA VISTA,99560,VILLANUEVA,ZACATECAS,32 055 09 0014,13/12/11,"II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
FARMACIA SUPER 2000,FARMACIA,PORTAL ORIENTE #19,CENTRO,99500,VILLANUEVA,ZACATECAS,32 055 09 0015,12/08/15,"II, III"
BOTICA CENTRO DE SALUD,BOTICA,DOMICILIO CONOCIDO,/TAYAHUA,99560,VILLANUEVA,ZACATECAS,32 055 10 0001,21/07/99,"I, II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA U.M.R. EL JAGUEY,BOTICA,MORELOS #45,/EL JAGUEY,99500,VILLANUEVA,ZACATECAS,32 055 10 0002,20/07/99,"I, II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA U.M.R.  LA ENCARNACIÓN,BOTICA,DOMICILIO CONOCIDO,/LA ENCARNACIÓN,99550,VILLANUEVA,ZACATECAS,32 055 10 0003,20/07/99,"I, II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA U.M.R. FELIPE ÁNGELES,BOTICA,PROL. GARCÍA SALINAS S/N,FELIPE ÁNGELES,99520,VILLANUEVA,ZACATECAS,32 055 10 0004,20/07/99,"I, II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA U.M.R. DE MALPASO,BOTICA,FÉLIX BAÑUELOS S/N,/MALPASO,99510,VILLANUEVA,ZACATECAS,32 055 10 0005,20/07/99,"I, II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA HOSP. RURAL DE SOLIDARIDAD #51,BOTICA,GUTIÉRREZ DE ÁGUILA S/N,NUEVA/VILLANUEVA,99500,VILLANUEVA,ZACATECAS,32 055 10 0006,16/07/99,"I, II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA U.M.F. VILLANUEVA,BOTICA,PLAZUELA MORFÍN CHÁVEZ S/N,CENTRO,99500,VILLANUEVA,ZACATECAS,32 055 10 0007,09/02/00,"II, III, VACUNAS, SUEROS"
BOTICA CENTRO DE SALUD,BOTICA,DOMICILIO CONOCIDO,CENTRO,99500,VILLANUEVA,ZACATECAS,32 055 10 0008,21/07/99,"I, II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA DEL CENTRO DE SALUD DE ATOLINGA,BOTICA,COLORADO # 1,CENTRO,99730,ATOLINGA,ZACATECAS,32 003 10 0002,08/11/17,"II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
FARMACIA GROVER,FARMACIA,ALDAMA #10,CENTRO,99800,F. DE BENITO JUÁREZ,ZACATECAS,32 004 09 0001,15/04/99,"II, III, TOXOIDES, SUEROS"
FARMACIA MIRAMONTES,FARMACIA,COLEGIO MILITAR #15,CENTRO,99780,F. DE BENITO JUÁREZ,ZACATECAS,32 004 09 0002,29/04/99,"II, III,  SUEROS"
FARMACIA MONTES,FARMACIA,IGNACIO ZARAGOZA #30,CENTRO,99720,F. DE BENITO JUÁREZ,ZACATECAS,32 004 09 0005,21/11/01,"II, III, VACUNAS TOXOIDES, SUEROS,  HEMODERIVADOS"
FARMACIA SAN JOSÉ,FARMACIA,ALVARO OBREGÓN #110,CENTRO,99780,F. DE BENITO JUÁREZ,ZACATECAS,32 004 09 0006,17/11/10,"II, III"
BOTICA U.R.O. DEL IMSS DE BENITO JUÁREZ,BOTICA,HEROICO COLEGIO MILITAR #112,CENTRO,99780,F. DE BENITO JUÁREZ,ZACATECAS,32 004 10 0001,22/09/99,"II, III, TOXOIDES, SUEROS"
BOTICA  U.M.R.  LOS CAMPOS,BOTICA,MORELOS #5,LOS CAMPOS/LOS CAMPOS,99781,F. DE BENITO JUÁREZ,ZACATECAS,32 004 10 0004,06/06/17,"II, III, SUEROS,  ANTITOXINAS"
BOTICA DEL CENTRO DE SALUD FLORENCIA,BOTICA,MORELOS #107,CENTRO,99780,F. DE BENITO JUÁREZ,ZACATECAS,32 004 10 0005,16/11/17,"II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
FARMACIA LA GUADALUPANA,FARMACIA,HIDALGO #17 A,CENTRO,99830,GARCÍA DE LA CADENA,ZACATECAS,32 011 09 0002,12/05/99,"II, III, TOXOIDES, SUEROS"
FARMACIA SAN JUDAS TADEO,FARMACIA,GONZÁLEZ ORTEGA #1,CENTRO,99830,GARCÍA DE LA CADENA,ZACATECAS,32 011 09 0003,26/07/17,"II, III, TOXOIDES Y SUEROS"
BOTICA DEL CENTRO DE SALUD GARCIA DE LA CADENA,BOTICA,GONZÁLEZ ORTEGA #2,CENTRO,99830,GARCÍA DE LA CADENA,ZACATECAS,32 011 10 0002,08/11/17,"II, III, VACUNAS TOXOIDES, SUEROS, ANTITOXINAS,  HEMODERIVADOS"
FARMACIA CONCHITA,FARMACIA,INDEPENDENCIA #36,CENTRO,99300,JEREZ,ZACATECAS,32 020 09 0002,05/04/99,"II, III, TOXOIDES,  SUEROS"
SUPER FARMACIA FLORES,FARMACIA,SUAVE PATRIA #56,CENTRO,99300,JEREZ,ZACATECAS,32 020 09 0009,09/04/99,"II, III, TOXOIDES,  SUEROS"
FARMACIA SAN FRANCISCO,FARMACIA,MATAMOROS #14,SAN FRANSCISCO,99340,JEREZ,ZACATECAS,32 020 09 0010,09/04/99,"II, III, TOXOIDES,  SUEROS"
FARMACIA GUADALAJARA S.A. DE C.V.,FARMACIA,PINO SUÁREZ #5,CENTRO,99300,JEREZ,ZACATECAS,32 020 09 0018,16/04/99,"II, III, TOXOIDES,  SUEROS"
FARMACIA ADRIANA,FARMACIA,BIZARRA CAPITAL #14,CENTRO,99300,JEREZ,ZACATECAS,32 020 09 0019,14/04/99,"II, III, TOXOIDES,  SUEROS"
FARMACIA CLÍNICA DE EMERGENCIA JEREZ,FARMACIA,ARTES #7,CENTRO,99390,JEREZ,ZACATECAS,32 020 09 0021,06/05/99,"II, III, TOXOIDES,  SUEROS"
FARMACIA DEL HOS.ESPECIALIDADES JEREZ S.A. DE C.V.,FARMACIA,ESQ. LIRIOS Y VIEJO POZO S/N,FRACC. JARDINES L.V.,99490,JEREZ,ZACATECAS,32 020 09 0022,14/04/99,"I, II, III, VACUNAS TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
FARMACIA ESTRELLA,FARMACIA,REFORMA #44-B,CENTRO,99300,JEREZ,ZACATECAS,32 020 09 0024,13/05/99,"II, III, TOXOIDES, SUEROS"
FARMACIA I.S.S.S.T.E. ZAC # 6,FARMACIA,PLAZA PRINCIPAL #5,CENTRO,99300,JEREZ,ZACATECAS,32 020 09 0032,13/05/99,"II, III, TOXOIDES, SUEROS"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,FRANCISCO VILLA No. 6,CENTRO,99300,JEREZ,ZACATECAS,32 020 09 0034,09/10/00,"II, III, TOXOIDES, SUEROS"
FARMACIA SANTA TERESA,FARMACIA,HACIENDA DE CIENEGA No.15,FRACC. JARDINES DE JEREZ,99390,JEREZ,ZACATECAS,32 020 09 0036,18/07/00,"II, III, TOXOIDES, SUEROS"
FARMACIA BOTICA DE LOS POBRES,FARMACIA,CALLE DEL ESPEJO #1,CENTRO,99300,JEREZ,ZACATECAS,32 020 09 0043,06/11/18,"II, III, VACUNAS Y TOXOIDES"
FARMACIA VILLA DE XEREZ,FARMACIA,AV. 20 DE NOVIEMBRE #7,20 DE NOVIEMBRE,99370,JEREZ,ZACATECAS,32 020 09 0045,05/09/05,"II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
FARMACIA MI BODEGA AURRERA JEREZ,FARMACIA,AV. GONZALEZ ORTEGA # 33,CENTRO,99300,JEREZ,ZACATECAS,32 020 09 0048,07/12/06,"II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
FARMACIA SAN LUIS,FARMACIA,MORELOS # 2 A,CENTRO,99300,JEREZ,ZACATECAS,32 020 09 0052,07/09/10,"II, III,  VACUNAS, TOXOIDES , SUEROS,  HEMODERIVADOS"
FARMACIA NUEVA,FARMACIA,PLAZA PRINCIPAL #11,CENTRO,99300,JEREZ,ZACATECAS,32 020 09 0054,20/06/84,"II, III, TOXOIDES,  SUEROS"
FARMACIA SORIANA EXPRESS SUCURSAL JEREZ,FARMACIA,DEL HOSPICIO # 64,CENTRO,99300,JEREZ,ZACATECAS,32 020 09 0055,26/07/17,"II, III, VACUNAS, TOXOIDES,  ANTITOXINAS,  HEMODERIVADOS"
FARMACIA INTEGRA GRUPO MEDICO,FARMACIA,CALLE LIBERTAD #4,CENTRO,99300,JEREZ,ZACATECAS,32 020 09 0056,29/04/19,"II, III"
FARMACIA CENTRAL QUIRÚRGICA JEREZ S.A DE C.V,FARMACIA,ROSALES #43,CENTRO,99300,JEREZ,ZACATECAS,32 020 09 0057,02/09/14,"I, II, III"
FARMACIA SAGRADO CORAZÓN,FARMACIA,ALAMEDA PONIENTE #6-C,CENTRO,99300,JEREZ,ZACATECAS,32 020 09 0058,13/06/18,"II, III, TOXOIDES Y SUEROS"
FARMACIA MINA,FARMACIA,C. PROLONGACIÓN MINA #65 B,CENTRO,99300,JEREZ,ZACATECAS,32 020 09 0059,26/11/18,"II, III, TOXOIDES Y SUEROS"
BOTICA DEL CENTRO DE SALUD JEREZ,BOTICA,TRES CRUCES # 72,CENTRO,99300,JEREZ,ZACATECAS,32 020 10 0003,06/07/99,"II, III, TOXOIDES, SUEROS"
BOTICA U.M.F. JEREZ,BOTICA,CENTRAL S/N,FRACC. CERVANTES CORONA,99320,JEREZ,ZACATECAS,32 020 10 0009,12/01/00,"I, II, III TOXOIDES, SUEROS"
BOTICA DEL SEGURO SOCIAL LO DE LUNA,BOTICA,DOMICILIO CONOCIDO,/LO DE LUNA,99300,JEREZ,ZACATECAS,32 020 10 0010,02/03/00,"II, III,  VACUNAS, TOXOIDES , SUEROS, ANTITOXINAS"
BOTICA HOSPITAL GENERAL DE JEREZ,BOTICA,CARR. JEREZ-TLALTENANGO KM. 26.5,JARDINES DE JEREZ,99390,JEREZ,ZACATECAS,32 020 10 0011,12/07/17,"I, II, III, SUEROS, TOXOIDES, ANTITOXINAS"
CENTRO DE ATENCION DE ADICCIONES DE ZACATECAS (C.A.A.Z.) EN JEREZ,BOTICA,ESTRELLA #39-A,CENTRO,99300,JEREZ,ZACATECAS,32 020 10 0013,02/07/18,"II, III"
BOTICA  U.M.R.  LOS HARO,BOTICA,CLINICA # 1,CENTRO/LOS HARO,99440,JEREZ,ZACATECAS,32 020 10 0015,06/06/17,"II, SUEROS, ANTITOXINAS"
BOTICA  U.M.R.  LA GAVIA,BOTICA,RAMON LOPEZ VELARDE # 6,CENTRO/LA GAVIA,99440,JEREZ,ZACATECAS,32 020 10 0016,06/06/17,"II, SUEROS, ANTITOXINAS"
BOTICA  ERMITA DE LOS CORREA,BOTICA,PUEBLA # 2,/ERMITA DE LOS CORREA,99440,JEREZ,ZACATECAS,32 020 10 0017,06/06/17,"II, SUEROS, ANTITOXINAS"
BOTICA  U.M.R. CIENEGUITA DE FERNANDEZ,BOTICA,BENITO JUAREZ # 4,CENTRO/CIENEGUITA DE FERNANDEZ,99440,JEREZ,ZACATECAS,32 020 10 0018,06/06/17,"II, SUEROS, ANTITOXINAS"
BOTICA  U.M.R. ERMITA DE GUADALUPE,BOTICA,AVENIDA GUADALUPE # 3,CENTRO/ ERMITA DE GUADALUPE,99440,JEREZ,ZACATECAS,32 020 10 0019,06/06/17,"II, SUEROS, ANTITOXINAS"
BOTICA DIMESA DEL HOSPITAL GENERAL JEREZ,BOTICA,CARRETERA JEREZ-TLALTENANGO KM 26.5,FRACCIONAMIENTO JARDINES DE JEREZ,,JEREZ,ZACATECAS,32 020 10 0023,27/10/14,"I, II, III"
BOTICA DIMESA CENTRO DE SALUD DE JEREZ,BOTICA,3 CRUCES #72,CENTRO,,JEREZ,ZACATECAS,32 020 10 0024,19/08/15,"I, II, III"
BOTICA DEL CENTRO DE SALUD DE EL CARGADERO,BOTICA,FELIPE ANGELES #39,EL CARGADERO,99300,JEREZ,ZACATECAS,32 020 10 0025,05/12/17,"II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA DEL CENTRO DE SALUD DE SANTA RITA (LUIS MOYA),BOTICA,CARRETERA JEREZ-SANTA RITA #1,LOC. LUIS MOYA,99458,JEREZ,ZACATECAS,32 020 10 0026,19/12/17,"II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
FARMACIA NACIONAL,FARMACIA,NACIONAL #41,CENTRO,99720,MOMAX,ZACATECAS,32 030 09 0003,21/04/99,"II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
FARMACIA RUTH,FARMACIA,HIDALGO # 5,CENTRO,99720,MOMAX,ZACATECAS,32 030 09 0004,20/01/05,"II, III, VACUNAS TOXOIDES, SUEROS, ANTITOXINAS"
BOTICA DEL CENTRO DE SALUD DE MOMAX,BOTICA,PROLONGACION NACIONAL #119,CENTRO,99720,MOMAX,ZACATECAS,32 030 10 0002,08/11/17,"II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
FARMACIA ROSY,FARMACIA,MARTÍNEZ LÓPEZ #59,CENTRO,99400,MONTE ESCOBEDO,ZACATECAS,32 031 09 0002,04/06/99,"II, III, TOXOIDES, SUEROS"
FARMACIA LA PURÍSIMA,FARMACIA,PARROQUIA #2-B,CENTRO,99400,MONTE ESCOBEDO,ZACATECAS,32 031 09 0003,23/04/99,"II, III, TOXOIDES, SUEROS"
FARMACIA LA LAGUNA,FARMACIA,PARROQUIA #43,CENTRO/LAGUNA GRANDE,99430,MONTE ESCOBEDO,ZACATECAS,32 031 09 0004,06/05/99,"II, III, TOXOIDES, SUEROS"
FARMACIA DE DIOS,FARMACIA,JARDÍN ZARAGOZA #17,CENTRO,99400,MONTE ESCOBEDO,ZACATECAS,32 031 09 0005,22/04/99,"II, III, TOXOIDES, SUEROS"
FARMACIA MI ESPERANZA,FARMACIA,HEROICO COLEGIO MIILITAR # 8,CENTRO,99400,MONTE ESCOBEDO,ZACATECAS,32 031 09 0006,26/07/17,"I, II,  III, VACUNAS , SUEROS, ANTITOXINAS"
BOTICA U.M.F. MONTE ESCOBEDO,BOTICA,PARROQUIA #12,CENTRO,99400,MONTE ESCOBEDO,ZACATECAS,32 031 10 0006,12/01/00,"I, II, III, TOXOIDES,  SUEROS"
BOTICA UNIDAD MEDICO FAMILIAR #32 MONTE ESCOBEDO,BOTICA,CALLE 16 DE SEPTIEMBRE # 2,CENTRO,99400,MONTE ESCOBEDO,ZACATECAS,32 031 10 0007,31/05/17,"II, III, SUEROS, ANTITOXINAS"
BOTICA  U.M.R.  LAGUNA GRANDE,BOTICA,PARROQUIA # 40,CENTRO/LAGUNA GRANDE,99420,MONTE ESCOBEDO,ZACATECAS,32 031 10 0008,26/06/17,"II,  SUEROS, ANTITOXINAS"
BOTICA  U.M.R.  MARIA DE LA TORRE,BOTICA,PRESA # 2,CENTRO,99403,MONTE ESCOBEDO,ZACATECAS,32 031 10 0009,26/06/17,"II,  SUEROS, ANTITOXINAS"
BOTICA DEL CENTRO DE SALUD DE MONTE ESCOBEDO,BOTICA,CARRETERA A LA GUNA GRANDE #14,SALIDA A LAGUNA GRANDE,99400,MONTE ESCOBEDO,ZACATECAS,32 031 10 0010,08/11/17,"II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS Y HEMODERIVADOS"
BOTICA DEL CENTRO DE SALUD DE ADJUNTAS DEL REFUGIO,BOTICA,LOPEZ MATEOS #1,CENTRO/ADJUNTAS DEL REFUGIO,99410,MONTE ESCOBEDO,ZACATECAS,32 031 10 0011,05/12/17,"II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS Y HEMODERIVADOS"
BOTICA U.M.R. SUSTICACAN,BOTICA,JOSEFA ORTIZ DE DOMINGUEZ # 9,CENTRO/SUSTICACÁN,99480,SUSTICACÁN,ZACATECAS,32 043 10 0002,21/06/12,"II,  SUEROS Y ANTITOXINAS"
FARMACIA SAN JOSÉ,FARMACIA,MORELOS #4,CENTRO,99750,TEPECHITLÁN,ZACATECAS,32 045 09 0001,08/05/99,II Y III
FARMACIA DEL ÁNGEL,FARMACIA,CUAUHTÉMOC #34-A,CENTRO,99750,TEPECHITLÁN,ZACATECAS,32 045 09 0002,14/04/99,"II Y III, VACUNAS , TOXOIDES, SUEROS Y ANTITOXINAS"
FARMAPRONTO FÁTIMA,FARMACIA,GUERRERO #11,CENTRO,99750,TEPECHITLÁN,ZACATECAS,32 045 09 0004,23/06/99,"II, III, TOXOIDES Y SUEROS"
