ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,"MUNICIPIO O 
DELEGACION",ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS 
(ESTUPEFACIENTES), (PSICOTRÓPICOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE"
FARMACIA  ALMACENES CHEDRAUI,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","GIL Y SAENZ ESQ. LAMBERTO 
CASTELLANOS",CENTRO,86000,CENTRO,TABASCO,27 004 01 0333,,
PETROLEOS MEXICANOS,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","GIL Y SAENZ NUM. 307 ESQ. LINO 
MERINO",CENTRO,86000,CENTRO,TABASCO,27 004 01 0146,19/07/2013,
"GRUPO FARMACEUTICO ESTRELLA S.A. DE 
C.V.","623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","AV.GREGORIO MENDEZ MAGAÑA NUM. 
1016",CENTRO,86000,CENTRO,TABASCO,27004010413,07/06/2011,
"FARMACIA CLINICA PRIMER NIVEL 
VILLAHERMOSA","623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",AV.GREGORIO MENDEZ # 2308,LINDA VISTA,86052,CENTRO,TABASCO,27004010535,01/09/2014,
FARMACIA ENDOCRINOLOGICA,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",AV. GREGORIO MENDEZ # 707 B -308,CENTRO,86000,CENTRO,TABASCO,27004010543,,
CLINICA MEDICA DE JESUS S.A. DE C.V.,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",INDEPENDENCIA NO. 108,1RO. DE MAYO,86190,CENTRO,TABASCO,27 004 01 0379,09/03/2010,
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,"MUNICIPIO O 
DELEGACION",ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS 
(ESTUPEFACIENTES), (PSICOTRÓPICOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE"
"FARMACIAS DEL AHORRO SUCURSAL 
TAMULTE","623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",HIDALGO ESQ. ITURBIDE NUM 414 D-E,TAMULTE,86150,CENTRO,TABASCO,27 004 01 0302,11/05/2011,
"GRUPO DE ESPECIALIDADES FARMACEUTICAS 
GENESIS S.A.","623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",JESUS SIBILLA ZURITA N. 361,MIGUEL HIDALGO 1RA SECC.,,CENTRO,TABASCO,27 004 01 0432,,
"FARMACIAS DEL AHORRO SUCURSAL PINO 
SUAREZ","623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",AV. JOSE MARIA PINO SUAREZ NUM. 615,CENTRO,86000,CENTRO,TABASCO,27 004 01 0093,09/05/2011,
"FARMACIAS DEL AHORRO SUCURSAL JUAN 
ALDAMA","623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","JUAN ALDAMA ESQUINA PERIFERICO 
CARLOS PELLICER CAMARA # 1716","TAMULTE DE LAS 
BARRANCAS",86150,CENTRO,TABASCO,27004010474,12/10/2012,
"FARMACIAS DEL AHORRO SUCURSAL LINDA 
VISTA","623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",JUAN ESCUTIA NO. 429-1,LINDA VISTA,86140,CENTRO,TABASCO,27 004 01 0327,11/05/2011,
FARMACIA LA PAZ,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","MACAYO NO. 106, LOCAL 1 Y 2",FRAMBOYANES,86020,CENTRO,TABASCO,27 004 01 0376,22/07/2013,
FARMACIA DEL C.S.U TIERRA COLORADA,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","MACAYO S/N ENTRE AV. UNIVERSIDAD Y 
CALLE 1",EL RECREO,86020,CENTRO,TABASCO,27004010135,12/09/2006,
FARMACIA DE DESCUENTO UNION,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","AV. FRANCISCO I MADERO ESQ. LINO 
MERINO #401",CENTRO,86000,CENTRO,TABASCO,27 004 01 0079,18/12/2007,
FARMACIAS DEL AHORRO,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",MADERO NO. 631,CENTRO,86000,CENTRO,TABASCO,27 004 01 0325,,
FARMACIAS DE DESCUENTO UNION,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",MALECON LEANDRO ROVIROSA 411,GAVIOTAS,86090,CENTRO,TABASCO,27004010705,03/02/2017,
FARMACIA REYNA II,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","MALECON LEANDRO ROVIROSA WADE  
#112",GAVIOTAS,86000,CENTRO,TABASCO,27004010347,12/11/2008,
TIENDAS CHEDRAUI S.A DE C.V,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","MALECON LEANDRO ROVIROSA WADE # 
1310",LAS GAVIOTAS NORTE,86090,CENTRO,TABASCO,27004010516,27/01/2014,
FARMACIA DE LA CLINICA DEL CENTRO,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",MARIA DEL CARMEN SANCHEZ # 105,CENTRO,86000,CENTRO,TABASCO,27004010542,25/06/2015,
FARMACIA YZA VILLAHERMOSA LOS ARCOS,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS","MELCHOR OCAMPO MZA 1  204 LOTE 14 
PLANTA BAJA LOCAL 1",VILLA DE LOS ARCOS 03:,11 p. m.86130,CENTRO,TABASCO,27004010669,08/11/2016,
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,"MUNICIPIO O 
DELEGACION",ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS 
(ESTUPEFACIENTES), (PSICOTRÓPICOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE"
FARMACIAS DE DESCUENTO UNION,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",MIGUEL HIDALGO NUM. 410,TAMULTE,86170,CENTRO,TABASCO,27 004 01 0063,,
FARMACIA DE DESCUENTO UNION,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",MIGUEL ORRICO DE LOS LLANOS # 310,VILLA OCUILTZAPOTALN,86270,CENTRO,TABASCO,2700401517,17/02/2014,
"FARMACIA YZA VILLAHERMOSA 
OCUILTZAPOTLAN","464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS","MIGUEL ORRICO DE LOS LLANOS 411 
LOCAL 1 PLANTA BAJA",VILLLA OCUILTZAPOTLAN,86270,CENTRO,TABASCO,27004010689,10/11/2016,
FARMACIA TRES DE MARZO,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","MIGUEL ORRICO DE LOS LLANOS NUM. 
13",VILLA OCUILTZAPOTLAN,,CENTRO,TABASCO,27 004 01 0147,06/11/2006,
FARMACIAS DE DESCUENTO UNION,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","MIGUEL ORRICO DE LOS LLANOS NUM. 
409",VILLA OCUILTZAPOTLAN,86270,CENTRO,TABASCO,27 004 01 0299,30/10/2013,
"FARMACIA YZA VILLAHERMOSA NIÑOS 
HEROES","464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",NIÑOS HEROES NO. 209 C Y D,ATASTA,86100,CENTRO,TABASCO,27004010653,28/10/2016,
FARMACIA DE DESCUENTO UNION,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",PASEO DE LA SIERRA # 109,REFORMA,86080,CENTRO,TABASCO,27 004 01 0489,22/05/2013,
FARMACIA DR. REUMAS,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS",PASEO USUMACINTA #2085 A-306,TABASCO 2000,86040,CENTRO,TABASCO,27004010663,07/11/2016,
"FARMACIAS ESPECIALIZADAS, SUCURSAL 
VILLAHERMOSA 1","623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",PASEO TABASCO 1201,MAYITO,86098,CENTRO,TABASCO,27 004 01 0289,,
"FARMACIAS DEL AHORRO SUCURSAL 
GUACAMAYOS","623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","AV. PASEO TABASCO ESQ. GREGORIO 
MENDEZ S/N",JOSE N. ROVIROSA,86050,CENTRO,TABASCO,27 004 01 0398,04/05/2011,
FARMACIA SANBORNS,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",PASEO TABASCO NO. 1405 LOC. 198,TABASCO 2000,86035,CENTRO,TABASCO,27 004 01 0318,,
"FARMACIAS DEL AHORRO SUC. ANDRES 
GARCIA","464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS","AV. PASEO USUMACINTA ESQ. ANDRES 
GARCIA SN.",PRIMERO DE MAYO,86190,CENTRO,TABASCO,27004010578,24/02/2016,
"FARMACIAS DEL AHORRO SUCURSAL  FUENTE 
MAYA","623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","AV. PASEO USUMACINTA ESQUINA 
QUINTIN ARAUZ S/N MODULO 1",PRIMERO DE MAYO,86190,CENTRO,TABASCO,27 004 01 0399,,
FARMACIAS DEL AHORRO SUCURSAL LA PAZ,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","PEDRO FUENTES ESQ. MADERO NÚM. 
402",CENTRO,86000,CENTRO,TABASCO,27 004 01 0078,11/05/2011,
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,"MUNICIPIO O 
DELEGACION",ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS 
(ESTUPEFACIENTES), (PSICOTRÓPICOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE"
"FARMACIA DE LA UNIDAD MEDICA FAMILIAR 
NO. 47","623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",PERIFERICO ARCO NORESTE S/N,CASA BLANCA,86060,CENTRO,TABASCO,27 004 01 0367,01/04/2012,
FARMACIA EL SIMBOLO,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","PERIFERICO CALROS PELLICER 
CAMARA NUM. 969",LAS DELICIAS,86140,CENTRO,TABASCO,27 004 01 0061,,
FARMACIA EL SIMBOLO,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","PERIFERICO CARLOS PELLICER 
CAMARA #205",PLUTARCO ELIAS CALLES,86090,CENTRO,TABASCO,27 004 01 0259,28/11/2006,
FARMACIA SORIANA (CITY CLUB),"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","AV. PERIFERICO CARLOS PELLICER 
CAMARA S/N.",GUAYABAL,86090,CENTRO,TABASCO,27004010081,18/07/2006,
"FARMACIA YZA VILLAHERMOSA GREGORIO 
MENDEZ","464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",AVENIDA GREGORIO MENDEZ 410,CENTRO,86000,CENTRO,TABASCO,27004010633,07/10/2016,
FARMACIA MAYAB ELITE,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS","CARRETERA VHSA-LA ISLA KM 3+900 
LOCAL B",MIGUEL HIDALGO,86126,CENTRO,TABASCO,27004010639,14/10/2016,
"FARMACIA YZA VILLAHERMOSA PLAZA 
CARRANZA","464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS","VENUSTIANO CARRANZA # 1318 LOCAL 
5 Y 6",CENTRO,86000,CENTRO,TABASCO,27004010631,07/10/2016,
FARMACIA YZA VILLAHERMOSA SAN JOAQUIN,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",REVOLUCION NUM. 904 PLANTA BAJA,"TAMULTE DE LAS 
BARRANCAS",0,CENTRO,TABASCO,27004010533,06/09/2016,
FARMACIAS DE DESCUENTO UNION,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS","AQUILES CALDERON MARCHENA 60 
LOCAL 3",GAVIOTAS,86090,CENTRO,TABASCO,27004010609,13/09/2016,
FARMACIA YZA VILLAHERMOSA MACUILI,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS","MALECON LEANDRO ROVIROSA WADE 
711",GAVIOTAS NORTE,86068,CENTRO,TABASCO,27004010610,13/09/2016,
FARMACIAS DE DESCUENTO UNION,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS",CALLE ZACATENCO SN.,INFONAVIT CD.INDUSTRIAL,86220,CENTRO,TABASCO,27004010611,13/09/2016,
FARMACIA YZA VILLAHERMOSA MERCADO,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",AV.PINO SUAREZ 727,CENTRO,86000,CENTRO,TABASCO,27004010655,28/10/2016,
FARMACIAS DE DESCUENTO UNION,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",PINO SUAREZ 635-A,CENTRO,86000,CENTRO,TABASCO,27 004 01 0076,,
FARMACIA WALMART TABASCO 2000,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","PROL. ANILLO PERIFERICO CARLOS 
PELLICER NUM.701",CARRIZAL,86038,CENTRO,TABASCO,27004010384,06/11/2006,
"FARMACIAS DEL AHORRO SUCURSAL 
UNIVERSIDAD","623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",PROL. AV. UNIVERSIDAD NUM 500,EL RECREO,86020,CENTRO,TABASCO,27 004 01 0123,09/05/2011,
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,"MUNICIPIO O 
DELEGACION",ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS 
(ESTUPEFACIENTES), (PSICOTRÓPICOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE"
FARMACIA SUPERAMA,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","PROL. DE 27 DE FEBRERO NO. 3016 ESQ. 
PASEO TABASCO",FRACC. GALAXIAS,86035,CENTRO,TABASCO,27 004 01 309,,
UNIDAD DE MEDICINA FAMILIAR NUM 39,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","PROL. IGNACIO  ZARAGOZA Y CARMEN 
C. BUEN DIA",NUEVA VILLAHERMOSA,86070,CENTRO,TABASCO,27 004 01 0143,,
"FARMACIA BODEGA AURRERA CIUDAD 
INDUSTRIAL","464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",AVENIDA UNIVERSIDAD 634,CASA BLANCA,86060,CENTRO,TABASCO,27004010715,12/04/2017,
"FARMACIA BODEGA AURRERA PERIFERICO 
VILLAHERMOSA","623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",PROL. PASEO USUMACINTA NUM. 409,GUAYABAL,86090,CENTRO,TABASCO,27 004 01 0257,,
FARMACIA FLORES Y REGALOS S.A. DE C.V.,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",PROL. PASEO USUMACINTA S/N PB.,TABASCO 2000,86035,CENTRO,TABASCO,27004010134,12/09/2006,
FARMACIA DE WAL MART,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","PROL. QUINTIN ARAUZ CARRILLO NUM. 
801",1RO. DE MAYO,86190,CENTRO,TABASCO,27 004 01 0124,07/09/2006,
FARMACIA DIMETAB,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","PROLONGACION PASEO USUMACINTA 
LOTE 7 C","FRACCIONAMIENTO EL 
COUNTRY",86039,CENTRO,TABASCO,27 004 01 0400,20/01/2011,
"FARMACIA SAMS CLUB PERIFERICO 
VILLAHERMOSA","623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","PROLONGACION PASEO USUMACINTA 
NUM. 409",GUAYABAL,86090,CENTRO,TABASCO,27 004 01 0364,06/12/2006,
"OPERADORA DE HOSPITAL ANGELES S.A. DE 
C.V.","623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","PROLONGACION PASEO USUMACINTA 
S/N",TABASCO 2000,86035,CENTRO,TABASCO,27004010129,15/02/2007,
FARMACIA DE DESCUENTO UNION,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","QUINTIN ARAUZ 901, LOCAL 3",ATASTA,86100,CENTRO,TABASCO,27 004 01 0053,,
FARMACIA DEL HOSPITAL CERACOM,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",QUINTIN ARAUZ NUM 219,PRIMERO DE MAYO,86190,CENTRO,TABASCO,27 004 01 0288,22/07/2013,
"FARMACIA YZA VILLAHERMOSA LAS 
AMERICAS","464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",AV. RAMON MENDOZA 223 LOCAL 1,JARDINES DE VILLAHERMOSA,86027,CENTRO,TABASCO,27004010617,29/09/2016,
HOSPITAL DEL SURESTE A.C.,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",REGINO HERNANDEZ LLERGO # 103,NUEVA VILLAHERMOSA,86070,CENTRO,TABASCO,27004010091,21/01/2011,
TIENDAS CHEDRAUI S.A. DE C.V.,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",REVOLUCION #910,"TAMULTE DE LAS 
BARRANCAS",86150,CENTRO,TABASCO,27 004-01-0346,02/10/2008,
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,"MUNICIPIO O 
DELEGACION",ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS 
(ESTUPEFACIENTES), (PSICOTRÓPICOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE"
"CLINICA DE MEDICINA FAMILIAR CASA 
BLANCA","623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",RIO USUMACINTA NO. 114,CASA BLANCA,86060,CENTRO,TABASCO,27 004 01 0333,29/11/2006,
