"CENTRO ONCOLOGICO Y DE RADIOTERAPIA TEC 100, SAPI DE C.V.",FARMACIA,"IGNACIO ZARAGOZA No. 263 PTE 
H 16",CENTRO,76000,QUERÉTARO,QUERÉTARO,14 22 14 F-021,11/12/2014,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,JUAREZ NORTE No. 92,CENTRO,76000,QUERÉTARO,QUERÉTARO,14 00103913,17/12/2014,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA SAMS CLUB JURIQUILLA,FARMACIA,"ANILLO VIAL II FRAY JUNIPERO 
SERRA No. 21200",EJIDO EL SALITRE,76100,QUERÉTARO,QUERÉTARO,15 22 14 F-01,08/01/2015,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACOS GASA, S.A. DE C.V.",FARMACIA,MELCHOR OCAMPO SUR No. 58-E,CENTRO,76000,QUERÉTARO,QUERÉTARO,15 22 14 F-02,27/01/2015,PSICOTROPICOS GRUPO II Y III
FARMACIAS DEL AHORRO SUCURSAL PASEO CONSTITUYENTES,FARMACIA,"AV. PASEO CONSTITUYENTES 
No. 1690",EL PUEBLITO,76900,CORREGIDORA,QUERÉTARO,15 22 06 F -03,04/02/2015,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,AV. SN ROQUE No. 235 INT 1,LOS ALCANFORES,76150,QUERÉTARO,QUERÉTARO,15 22 14 F-04,10/02/2015,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,AV. DEL PARQUE No. 1143,LA ALHAMBRA,76074,QUERÉTARO,QUERÉTARO,15 22 14 F-05,16/02/2015,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIAS DEL AHORRO SUC. EZEQUIEL MONTES,FARMACIA,H. COLEGIO MILITAR No. 124,CENTRO,76650,EZEQUIEL MONTES,QUERÉTARO,15 22 07 F-06,09/03/2015,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMA CONTROL P&D,FARMACIA,"JOSEFA ORTIZ DE DOMINGUEZ 
No.78 INT 5",EL PUEBLITO,76900,CORREGIDORA,QUERÉTARO,15 22 06 F-07,11/03/2015,"ESTUPEFACIENTES, PSICOTRÓPICOS, HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTOTIXINAS, SUEROS DE ORIGEN ANIMAL"
"CLINICA DE URGENCIAS MÉDICAS ""LA SAGRADA FAMILIA""",FARMACIA,H. COLEGIO MILITAR No. 35,EL PEDREGAL,76750,TEQUISQUIAPAN,QUERÉTARO,15 22 17 F-08,13/03/2015,"ESTUPEFACIENTES, PSICOTRÓPICOS, HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTOTIXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIAS DEL AHORRO SUCURSAL "" MELCHOR OCAMPO""",FARMACIA,CONSTITUYENTES PTE N° 46,CENTRO,76000,QUERÉTARO,QUERÉTARO,15 22 14 F-09,01/04/2015,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIAS DEL AHORRO SUCURSAL "" ARBOLEDAS""",FARMACIA,"PROL. CORREGIDORA NORTE 
110",ARBOLEDAS,76140,QUERÉTARO,QUERÉTARO,15 22 14 F-10,06/04/2015,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA ALCANFORES TEQUISQUIAPAN,FARMACIA,LUCIO BLANCO 10,ADOLFO LOPEZ MATEOS,76750,TEQUISQUIAPAN,QUERÉTARO,15 22 17 F-011,10/04/2015,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACOS GASA, S.A. DE C.V.",FARMACIA,"HACIENDA LA MURALLA No. 407 
INT 1-B",JARDINES DE LA HACIENDA,76180,QUERÉTARO,QUERÉTARO,15 22 14 F -012,15/04/2015,PSICOTROPICOS GRUPO II Y III
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,MUNICIPIO O DELEGACION,ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS (ESTUPEFACIENTES), 
(PSICOTRÓPICOS  II, III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN 
ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS)"
LA NUEVA SAN ANTONIO,FARMACIA,ANDADOR JUPITER N° 101,RANCHO SAN ANTONIO,76144,QUERÉTARO,QUERÉTARO,15 22 14 F-013,20/04/2015,"ESTUPEFACIENTES, PSICOTRÓPICOS, HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTOTIXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,"HACIENDA SANTA ROSA No. 341 
A","SANTA ROSA JAUREGUI, SANTA ROSA 
JAUREGUI",76220,QUERÉTARO,QUERÉTARO,15 22 014 F-014,14/05/2015,"PSICOTRÓPICOS, HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTOTIXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,SANTIAGO DE MONCLOVA N° 410,VILLAS DE SANTIAGO,76148,QUERÉTARO,QUERÉTARO,15 22 014 F-015,15/05/2015,"PSICOTRÓPICOS, HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTOTIXINAS, SUEROS DE ORIGEN ANIMAL"
"DISTRIBUIDORA QUERETANA DE MEDICAMENTOS, S.A. DE C.V.",FARMACIA,"PRIV. IGNACIO ZARAGOZA N° 16 
PONIENTE, PLANTA BAJA T II 
LOCAL 14",CENTRO,76000,QUERÉTARO,QUERÉTARO,15 22 014 F-016,15/05/2015,"ESTUPEFACIENTES, PSICOTRÓPICOS, HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTOTIXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA CUIDERMA,FARMACIA,"AV. CONSTITUYENTES 69 PTE 
LOCAL D",CASA BLANCA,76030,QUERÉTARO,QUERÉTARO,15 22 014 F-017,04/06/2015,ESTUPEFACIENTES Y PSICOTRÓPICOS EXCLUSIVAMENTE
FARMACIA KARLA,FARMACIA,CAMINO AL CERRITO 1 LOCAL 7,LOS NOGALES,76900,CORREGIDORA,QUERÉTARO,15 22 06 F-018,11/06/2015,PSICOTROPICOS FRACCIONES II Y III EXCLUSIVAMENTE
FARMA VITA,FARMACIA,AV. CANDILES N° 34-A,PRIVADA CAMPESTRE,76902,CORREGIDORA,QUERÉTARO,15 22 06 F-019,01/07/2015,"PSICOTRÓPICOS, HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTOTIXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,"CAMINO A MOMPANI N° 701 
LOCAL A",REAL DEL MARQUES,76118,QUERÉTARO,QUERÉTARO,15 22 14 F-020,07/07/2015,"PSICOTRÓPICOS, HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTOTIXINAS, SUEROS DE ORIGEN ANIMAL"
"CLINICA DE DIOS, S.C.",BOTICA,AV. RIO MOCTEZUMA N° 89,SAN CAYETANO,76806,SAN JUAN  DEL RIO,QUERÉTARO,15 22 16 F-021,09/07/2015,"PSICOTRÓPICOS, HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTOTIXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,"AV. SANTA MARIA DEL 
PUEBLITO No. 200 L-2",SANTUARIOS DEL CERRITO,76900,CORREGIDORA,QUERÉTARO,15 22 06 F-022,13/07/2015,"PSICOTRÓPICOS, HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTOTIXINAS, SUEROS DE ORIGEN ANIMAL"
FARMA VITA,FARMACIA,"AVENIDA CERRO DEL 
SOMBRERETE N° 203",MOVIMIENTO OBRERO,76120,QUERÉTARO,QUERÉTARO,15 22 14 F-23,10/08/2015,"PSICOTRÓPICOS, HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTOTIXINAS, SUEROS DE ORIGEN ANIMAL"
UNIDAD DE MEDICINA FAMILIAR DE EZEQUIEL MONTES,BOTICA,"AVENIDA DE LAS FUENTES 
LOCAL 510 B-11",LAS FUENTES,76650,EZEQUIEL MONTES,QUERÉTARO,15 22 07 F-024,19/08/2015,"ESTUPEFACIENTES, PSICOTRÓPICOS, HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTOTIXINAS, SUEROS DE ORIGEN ANIMAL"
UNIDAD DE MEDICINA FAMILIAR DE VILLA COLÓN,BOTICA,MANZANA 5 LOTES 1 Y 2,LOS NARANJOS,76786,COLÓN,QUERÉTARO,15 22 05 F-025,21/08/2015,"ESTUPEFACIENTES, PSICOTRÓPICOS, HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTOTIXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,AV. LAS AGUILAS N° 316,EL CAPRICHO,76805,SAN JUAN  DEL RIO,QUERÉTARO,15 22 16 F-026,21/08/2015,"PSICOTROPICOS GRUPO II Y III, HEMODERIVADOS, TOXOIDES"
FARMACIA CUIDERMA,FARMACIA,"JUAN CABALLERO Y OSIO N° 398 
LOCAL 1",CALESA,76020,QUERÉTARO,QUERÉTARO,15 22 14 F-027,24/08/2015,ESTUPEFACIENTES Y PSICOTRÓPICOS EXCLUSIVAMENTE
C.S. PINAL DE AMOLES,BOTICA,HOSPITAL VIEJO N° 36,BARRIO BONDOJITO,76300,PINAL DE AMOLES,QUERÉTARO,15 22 02 F-028,03/09/2015,"PSICOTRÓPICOS, HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTOTIXINAS, SUEROS DE ORIGEN ANIMAL"
DERMAHEALTH,FARMACIA,"BLVD. BERNARDO QUINTANA N° 
4032 INT 3",SAN PABLO,76130,QUERÉTARO,QUERÉTARO,15 22 14 F-029,16/10/2015,PSICOTROPICOS GRUPO II Y III
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,PANAMERICANA N° 40,CENTRO,76700,PEDRO ESCOBEDO,QUERÉTARO,15 22 12 F-030,29/10/2015,"PSICOTRÓPICOS, HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTOTIXINAS, SUEROS DE ORIGEN ANIMAL"
"SMIQ, S. DE R.L. DE C.V.",FARMACIA,"AV. BALAUSTRADAS SIN 
NUMERO",BALAUSTRADAS,76070,QUERÉTARO,QUERÉTARO,15 22 14 F-032,04/12/2015,"ESTUPEFACIENTES, PSICOTROPICOS GRUPO II Y III"
FARMACIAS DEL AHORRO SUCURSAL CAMPANARIO PLUS,FARMACIA,AV. PASEO DE REFORMA N° 4C,ARBOLEDAS,76140,QUERÉTARO,QUERÉTARO,15 22 14 F-33,21/12/2015,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIAS DEL AHORRO SUCURSAL FRAY JUNIPERO,FARMACIA,"AV. SANTA TERESA N° 502 
LOCAL 1",JURIQUILLA SANTA FE,76230,QUERÉTARO,QUERÉTARO,16 22 14 F-01,19/01/2016,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIAS DERMATOLOGICA SUCURSAL ALAMOS,FARMACIA,"AV. CIRCUITO JARDIN SUR N° 
17B",ALAMOS 3RA. SECC,76160,QUERÉTARO,QUERÉTARO,16 22 14 F-02,20/01/2016,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIAS DEL AHORRO SUCURSALTEQUISQUIAPAN,FARMACIA,"CARRETERA SAN JUAN DEL RIO-
XILITLA No. 42",ADOLFO LOPEZ MATEOS,76750,TEQUISQUIAPAN,QUERÉTARO,16 22 17 F-03,20/01/2016,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA SANBORNS,FARMACIA,"PROL. CORREGIDORA NORTE 
691",PLAZA DEL PARQUE,76160,QUERÉTARO,QUERÉTARO,1400010562,25/01/2016,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA CUIDERMA,FARMACIA,"AV. 5 DE FEBRERO N° 2125 INT 
12",JURICA,76100,QUERÉTARO,QUERÉTARO,16 22 14 F-04,26/01/2016,PSICOTRÓPICOS FRACCION II Y III
FARMACIA DERMICA,FARMACIA,20 DE NOVIEMBRE N° 2-F,CENTRO,76800,SAN JUAN  DEL RIO,QUERÉTARO,16 22 14 F-05,04/02/2016,PSICOTROPICOS FRACCION II
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,AV. GRAN CUE N° 4 LOCAL 1,EL PUEBLITO,76900,QUERÉTARO,QUERÉTARO,16 22 06 F-06,11/02/2016,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
COMERCIAL CITY FRESKO S. DE R.L. DE C.V.,FARMACIA,"AV. LUIS VEGA Y MONROY N° 
1300",PLAZAS DEL SOL,76099,QUERÉTARO,QUERÉTARO,16 22 14 F-07,19/02/2016,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
COMERCIAL CITY FRESKO S. DE R.L. DE C.V.,FARMACIA,"CALZADA ZARAGOZA N° 150 
PONIENTE",CENTRO,76000,QUERÉTARO,QUERÉTARO,16 22 14 F-08,23/02/2016,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA BODEGA AURRERA CAMINO A TLACOTE,FARMACIA,"CARRETERA QUERETARO 
TLACOTE N° 616",EXHACIENDA SAN JUANICO,76136,QUERÉTARO,QUERÉTARO,16 22 14 F-09,23/02/2016,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA SUPERCENTER AVENIDA CENTRAL,FARMACIA,"CARRETERA SAN JUAN DEL RIO-
TEQUISQUIAPAN KM 3.2",ZONA INDUSTRIAL VALLE DE ORO,76801,SAN JUAN  DEL RIO,QUERÉTARO,16 22 16 F-10,26/02/2016,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA DERMICA,FARMACIA,"SENDERO DEL CAPITEL N° 41 
LOCAL 15",MILENIO III,76060,QUERÉTARO,QUERÉTARO,16 22 14 F-11,04/03/2016,PSICOTROPICOS GRUPO II
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,BEGONIAS,GEOPLAZAS II,76116,QUERÉTARO,QUERÉTARO,16 22 14 F-12,16/03/2016,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,AV. UNIVERSIDAD N° 138 OTE,CONJUNTO HABITACIONAL,76028,QUERÉTARO,QUERÉTARO,16 22 14 F-13,22/03/2016,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,AV. LOS PATOS N° 209,COMEVI BANTHI,76808,SAN JUAN  DEL RIO,QUERÉTARO,16 22 16 F-14,14/04/2016,PSICOTROPICOS GRUPO II Y III
FARMACIA CUIDERMA,FARMACIA,"BOULEVARD CENTRO SUR N° 
102 INT 2",COLINAS DEL CIMATARIO,76090,QUERÉTARO,QUERÉTARO,16 22 14 F- 15,15/04/2016,PSICOTROPICOS GRUPO II Y III
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,PASEO DEL MESON N° 4-F,PUEBLO JURICA,76100,QUERÉTARO,QUERÉTARO,16 22 14 F- 16,03/05/2016,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
COMERCIAL CITY FRESKO S. DE R.L. DE C.V.,FARMACIA,AV. JUAREZ 140 PTE,CENTRO,76800,SAN JUAN  DEL RIO,QUERÉTARO,16 22 16 F- 17,03/05/2016,"PSICOTROPICOS GRUPO II Y III, VACUNAS, TOXOIDES, BIOLOGICOS, 
ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,MUNICIPIO O DELEGACION,ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS (ESTUPEFACIENTES), 
(PSICOTRÓPICOS  II, III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN 
ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS)"
SANATORIO SANTA EMILIA  CHAVARIN,BOTICA,AV. CUAUHTEMOC No. 45,CENTRO,76800,SAN JUAN  DEL RIO,QUERÉTARO,16 22 16 F-18,09/05/2016,"ESTUPEFACIENTES, PSICOTRÓPICOS, HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTOTIXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIAS DEL AHORRO SUCURSAL CHABACANO,FARMACIA,AV. CANDILES N° 17,CANDILES,76902,QUERÉTARO,QUERÉTARO,16 22 14 F-19,27/05/2016,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,"PROL. BERNARDO QUINTANA N° 
2465",EJIDO SANTA MARIA,76117,QUERÉTARO,QUERÉTARO,16 22 14 F-20,08/06/2016,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
BOTICA DE HOSPITAL MEDICA DEL SOL,BOTICA,AV. DEL SOL 67,EL SOL,76113,QUERÉTARO,QUERÉTARO,2205140336,19/08/2016,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"MEDICMAG, S. DE R.L. DE C.V.",DROGUERIA,"AV. 5 DE FEBRERO N° 505 
LOCAL 3",LA CAPILLA,76170,QUERÉTARO,QUERÉTARO,16 22 14 F-21,13/09/2016,"PREPARACIONES FORMULAS MAGISTRALES, MEDICAMENTOS 
ANTIBIOTICOS, PSICOTRÓPICOS (GRUPO II Y III)"
FARMACIA SMDIF JALPAN,FARMACIA,HEROICO COLEGIO MILITAR  S/N,CENTRO,76340,JALPAN,QUERÉTARO,16 22 09 F-23,21/09/2016,"ESTUPEFACIENTES, PSICOTRÓPICOS, HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTOTIXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,BEGONIAS N° 1600,PARQUE SANTIAGO,76116,QUERÉTARO,QUERÉTARO,16 22 14 F-024,22/09/2016,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIAS DEL AHORRO SUCURSAL HIDALGO,FARMACIA,"BLVD. MIGUEL HIDALGO SUR N° 
229",CENTRO,76800,SAN JUAN  DEL RIO,QUERÉTARO,16 22 16 F-25,23/09/2016,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,"CARRETERA ESTATAL N° 413 INT 
18",SANTA BARBARA,76900,CORREGIDORA,QUERÉTARO,16 22 06 F-26,23/09/2016,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"CLINICA MÉDICA GOCA, S.A. DE C.V.",BOTICA,"PASEO CONSTITUYENTES N° 
1129",LAS DELICIAS,76190,CORREGIDORA,QUERÉTARO,16 22 06 F-27,26/09/2016,"ESTUPEFACIENTES, PSICOTROPICOS Y BIOLOGICOS"
"COMERCIAL CITY FRESKO S. DE R.L. DE C.V.CITY MARKET 
SUCURSAL ANTEA",FARMACIA,"CARRETERA QUERETARO-SAN 
LUIS POTOSI N° 12401 
SUBANCLA 7",EL SALITRE,76127,QUERÉTARO,QUERÉTARO,16 22 14 F-028,03/10/2016,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA HOSPITAL MEDICA DEL SOL,FARMACIA,AV. DEL SOL N° 67,EL SOL,76113,QUERÉTARO,QUERÉTARO,16 22 14 F-029,04/10/2016,"ESTUPEFACIENTES, PSICOTRÓPICOS, HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTOTIXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA SORIANA,FARMACIA,"CARRETERA A HUIMILPAN  N° 
1001",PLAZAS DEL SOL 3RA. SECC,76099,QUERÉTARO,QUERÉTARO,22 014 100 186,20/01/2003,"ESTUPEFACIENTES, PSICOTRÓPICOS, HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTOTIXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIAS SAN FRANCISCO DE ASIS. S.A. DE C.V.,FARMACIA,AVENIDA SOMBRERETE N° 1080,MISION DE BUCARELI,76125,QUERÉTARO,QUERÉTARO,16 22 14 F-030,26/10/2016,"ESTUPEFACIENTES, PSICOTRÓPICOS, HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTOTIXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,"AV. UNIVERSIDAD N° 380, 
CAMINO A CERRO GORDO",RANCHO BANTHI,76837,SAN JUAN  DEL RIO,QUERÉTARO,16 22 16 F-031,03/11/2016,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA CUIDERMA,FARMACIA,"BLVD. JURICA LA CAMPANA N° 
898 LOCAL 8",JURIQUILLA,76230,QUERÉTARO,QUERÉTARO,16 22 14 F-032,10/11/2016,PSICOTROPICOS FRACCIONES II Y III EXCLUSIVAMENTE
"INSTITUTO VIDA DE QUERETARO, S.C.",BOTICA,"CALLE 2 N° 135  LOCALES 66 AL 
71",ZONA INDUSTRIAL BENITO JUÁREZ,76120,QUERÉTARO,QUERÉTARO,16 22 14 F-034,15/11/2016,"ESTUPEFACIENTES, PSICOTRÓPICOS, HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTOTIXINAS, SUEROS DE ORIGEN ANIMAL"
CUMBRES PHARMA,FARMACIA,"LAGO DE CHAPALA N° 167 INT. 
113",CUMBRES DEL LAGO,76230,QUERÉTARO,QUERÉTARO,16 22 14 F-035,10/12/2016,"ESTUPEFACIENTES, PSICOTRÓPICOS, HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTOTIXINAS, SUEROS DE ORIGEN ANIMAL"
"NEXUS, CENTRO DE INTEGRACION DE ALTA ESPECIALIDAD 
MÉDICA, S.A. DE C.V.",BOTICA,DIEGO RIVERA N° 1,FRACC. PUEBLO NUEVO,76900,CORREGIDORA,QUERÉTARO,16 22 06 F-036,12/12/2016,
FARMACIAS DEL AHORRO SUCURSAL PASTEUR SUR,FARMACIA,AV. LUIS PASTEUR SUR  N° 345,VISTA ALEGRE,76074,QUERÉTARO,QUERÉTARO,17 22 14 F-01,02/01/2017,
FARMACIA BENAVIDES SUCURSAL REFUGIO,FARMACIA,"AV. ANILLO VIAL II FRAY 
JUNIPERO SERRA N° 9500",EL REFUGIO,76146,QUERÉTARO,QUERÉTARO,17 22 14 F-02,01/02/2017,"ESTUPEFACIENTES, PSICOTRÓPICOS, HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTOTIXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIAS BENAVIDES SUCURSAL CARRETAS,FARMACIA,"AV. CONSTITUYENTES  N° 111 
OTE",CARRETAS,76150,QUERÉTARO,QUERÉTARO,17 22 14 F-03,03/02/2017,"ESTUPEFACIENTES, PSICOTRÓPICOS, HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTOTIXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA TRADICIONAL,DROGUERIA,"VICENTE GUERRERO N° 81 
LOCAL 18",CENTRO,76000,QUERÉTARO,QUERÉTARO,17 22 14 D-05,10/02/2017,PSICOTRÓPICOS FRACCION II Y III
