ESTABLECIMIENTO,"GIRO (FARMACIA, 
BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,,"MUNICIPIO O 
DELEGACION",ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION 
AUTORIZADAS (ESTUPEFACIENTES), 
(PSICOTRÓPICOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS)"
FARMACIA GUADALAJARA S.A. DE C.V.,FARMACIA,AVENIDA GUSTAVO BAZ 401 LOCAL 1,INDUSTRIAL SAN NICOLAS,54030,TLALENPATNLA,EDO. DE MEXICO,15104090243,26-Feb-13,"ESTUPEFACEINTES PSICOTROPICOS 
VACUNAS TOXOIDES HEMODERIVADOS 
SUEROS Y ANTITOXINAS DE ORIGEN ANIMAL"
BOTICA HOSPITAL REGIONAL TLALNEPANTLA ISSEMYM,BOTICA,"PASEO DEL FERROCARRIL ESQUINA 
CON CALLE IDECO S/N",LOS REYES IXTACALA,54090,TLALENPATNLA,EDO. DE MEXICO,15104100242,14-Feb-13,"ESTUPEFACEINTES PSICOTROPICOS 
VACUNAS TOXOIDES HEMODERIVADOS 
SUEROS Y ANTITOXINAS DE ORIGEN ANIMAL"
BOTICA CLINICAL RESEARCH INSTITUTE,BOTICA,"BOULEVARD MANUEL AVILA CAMACHO 
1994 INTERIOR 1103",SAN LUCAS TEPETLACALCO,54055,TLALENPATNLA,EDO. DE MEXICO,15104100241,30-ene-13,"ESTUPEFACEINTES PSICOTROPICOS 
VACUNAS TOXOIDES HEMODERIVADOS 
SUEROS Y ANTITOXINAS DE ORIGEN ANIMAL"
FARMACIA BODEGA AURRERA LA PRESA,FARMACIA,HERMILIO MENA S/N,INDUSTRIAL LA PRESA,54187,TLALENPATNLA,EDO. DE MEXICO,15104090240,14-ene-13,"ESTUPEFACEINTES PSICOTROPICOS 
VACUNAS TOXOIDES HEMODERIVADOS 
SUEROS Y ANTITOXINAS DE ORIGEN ANIMAL"
FARMACIA FARMATODO SUCURSAL GUSTAVO BAZ,FARMACIA,HIDALGO NUMERO 9,MIGUEL HIDALGO,54060,TLALENPATNLA,EDO. DE MEXICO,15104090251,31-May-13,"ESTUPEFACEINTES PSICOTROPICOS 
VACUNAS TOXOIDES HEMODERIVADOS 
SUEROS Y ANTITOXINAS DE ORIGEN ANIMAL"
MEDISAYFE S.A. DE C.V.,FARMACIA,MOCTEZUMA NUMERO 6,SAN BARTOLO TENAYUCA,54150,TLALENPATNLA,EDO. DE MEXICO,15104090255,07-Jun-13,"ESTUPEFACEINTES PSICOTROPICOS 
VACUNAS TOXOIDES HEMODERIVADOS 
SUEROS Y ANTITOXINAS DE ORIGEN ANIMAL"
FARMACIA FARMATODO SUCURSAL TLALNEPANTLA,FARMACIA,"AVENIDA TOLTECAS NUM 93 MANZANA 
2 LOTE 7",CENTRO,54000,TLALENPATNLA,EDO. DE MEXICO,15104090256,20-Jun-13,"PSICOTROPICOS VACUNAS TOXOIDES 
HEMODERIVADOS SUEROS Y ANTITOXINAS 
DE ORIGEN ANIMAL"
FARMACIA BODEGA AURRERA EL TENAYO,FARMACIA,PASEO DE LOS SAUCES NUMERO 5,VALLE EL TENAYO,54147,TLALENPATNLA,EDO. DE MEXICO,15104090257,17-Jul-13,"PSICOTROPICOS VACUNAS TOXOIDES 
HEMODERIVADOS SUEROS Y ANTITOXINAS 
DE ORIGEN ANIMAL"
FARMACIA SAM´S CLUB RIO DE LOS REMEDIOS,FARMACIA,"AVENIDA RIO DE LOS REMEDIOS 
NUMERO 5","EX RANCHO SANTA CRUZ PUEBLO 
DE SAN JUAN IXHUATEPEC",54180,TLALENPATNLA,EDO. DE MEXICO,15104090258,17-Jul-13,"PSICOTROPICOS VACUNAS TOXOIDES 
HEMODERIVADOS SUEROS Y ANTITOXINAS 
DE ORIGEN ANIMAL"
FARMACIA SUPER EXPRES,FARMACIA,CALZADA VALLEJO 1110 LOCAL B,PRADO VALLEJO,54170,TLALENPATNLA,EDO. DE MEXICO,15104090259,09-ago-13,"PSICOTROPICOS II Y III VACUNAS TOXOIDES 
HEMODERIVADOS SUEROS ANTITOXINAS DE 
ORIEGEN ANIMAL"
FARMACIA WUAL MART SUPER CENTER RIO DE LOS REMEDIOS,FARMACIA,"AVENIDA RIO DE LOS REMEDIOS 
NUMERO 5","EX RANCHO SANTA CRUZ PUEBLO 
DE SAN JUAN IXHUATEPEC",54180,TLALENPATNLA,EDO. DE MEXICO,15104090260,13-ago-13,"PSICOTROPICOS II Y III VACUNAS TOXOIDES 
HEMODERIVADOS SUEROS ANTITOXINAS DE 
ORIEGEN ANIMAL"
FARMACIA GUADALAJARA,FARMACIA,CALLE BERRIOZABAL NUMERO 54,SAN JAVIER,54030,TLALENPATNLA,EDO. DE MEXICO,15104090261,13-ago-13,"PSICOTROPICOS II Y III VACUNAS TOXOIDES 
HEMODERIVADOS SUEROS ANTITOXINAS DE 
ORIEGEN ANIMAL"
FARMACIA ESPECIALIZADA LA PAZ,FARMACIA,"CALLE CONVENTO DE LA MERCED 
NUMERO 2",JARDIN VALLE DE SANTA MONICA,54050,TLALENPATNLA,EDO. DE MEXICO,15104090262,14-Oct-13,"ESTUPEFACIENTES GRUPO I 
PSICOTROPICOS GRUPO II Y III VACUNAS 
TOXOIDES HEMODERIVADOS SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL"
BOTICA SOLUGLOB IKON S.A. DE C.V. (UFH HG CEYLAN ISEM),BOTICA,CALLE VILLA HERMOSA Y COLIMA S/N,"FRACCIONAMIENTO VALLE 
CEYLAN",54150,TLALENPATNLA,EDO. DE MEXICO,15104100263,05-Nov-13,"ESTUPEFACIENTES GRUPO I 
PSICOTROPICOS GRUPO II Y III VACUNAS 
TOXOIDES HEMODERIVADOS SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL"
FARMACIA IANN,FARMACIA,"AVENIDA ADOLFO LOPEZ MATEOS 
NUMERO 344",FRACCIONAMIENTO JACARANDAS,54050,TLALENPATNLA,EDO. DE MEXICO,15104090264,13-Nov-13,"PSICOTROPICOS II Y III VACUNAS TOXOIDES 
HEMODERIVADOS SUEROS ANTITOXINAS DE 
ORIEGEN ANIMAL"
FARMACIA IANN,FARMACIA,"AVENIDA 20 DE NOVIEMBRE NUMERO 
26",SAN LUCAS TEPETLACALCO,54055,TLALENPATNLA,EDO. DE MEXICO,15104090265,13-Nov-13,"PSICOTROPICOS II Y III VACUNAS TOXOIDES 
HEMODERIVADOS SUEROS ANTITOXINAS DE 
ORIEGEN ANIMAL"
BOTICA INTRAHOSPITALARIA G.E.M.A,BOTICA,"AVENIDA CONVENTO DE SANTA 
MONICA NUMERO 120","FRACCIONAMIENTO JARDINES DE 
SANTA MONICA",54050,TLALENPATNLA,EDO. DE MEXICO,15104100266,05-Nov-13,"ESTUPEFACIENTES GRUPO I 
PSICOTROPICOS GRUPO II Y III VACUNAS 
TOXOIDES HEMODERIVADOS SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL"
"FARMACIA DENTRO DE LAS INSTALACIONES DE LA TIENDA 
CHEDRAUI VIVEROS",FARMACIA,PARQUE CENTRAL NUMERO 44,ADOLFO LOPEZ MATEOS,54070,TLALENPATNLA,EDO. DE MEXICO,15104090267,17-dic-13,"PSICOTROPICOS II Y III VACUNAS TOXOIDES 
HEMODERIVADOS SUEROS ANTITOXINAS DE 
ORIEGEN ANIMAL"
FARMACIA BENAVIDES SUC CONVENTO DE ACTOPAN,FARMACIA,"AVENIDA CONVENTO DE SANTA 
MONICA NO.35",SANTA MONICA,54050,TLALENPATNLA,EDO. DE MEXICO,15104090268,27-Mar-14,"ESTUPEFACIENTES GRUPO I 
PSICOTROPICOS GRUPO II Y III VACUNAS 
TOXOIDES HEMODERIVADOS SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL"
FARMACIA POPULAR MOLINITO,FARMACIA,BLVD. DE LAS NACIONES NUMERO 62,VALLE DORADO,54020,TLALENPATNLA,EDO. DE MEXICO,15104090269,08-ago-14,"PSICOTROPICOS II Y III VACUNAS TOXOIDES 
HEMODERIVADOS"
FARMACIA ESTRELLA,BOTICA,PIRAMIDE DE TULA NUMERO 17,PUEBLO SANTA CECILIA,54130,TLALENPATNLA,EDO. DE MEXICO,15104090124,06-abr-15,"PSICOTROPICOS VACUNAS TOXOIDES 
HEMODERIVADOS SUEROS Y ANTITOXINAS 
DE ORIGEN ANIMAL"
LA GENEROSA,FARMACIA,"AV. DE LOS EJIDOS NUMERO 170 LOCAL 
A MZA 77-D LT 20",LOS REYES IXACALA,54090,TLALENPATNLA,EDO. DE MEXICO,15104090271,12-May-15,"PSICOTROPICOS VACUNAS TOXOIDES 
HEMODERIVADOS SUEROS Y ANTITOXINAS 
DE ORIGEN ANIMAL"
LA GENEROSA,FARMACIA,AV ACOLMAN 201 INT 2,JACARANDAS,54050,TLALENPATNLA,EDO. DE MEXICO,15104090272,12-May-15,"PSICOTROPICOS VACUNAS TOXOIDES 
HEMODERIVADOS SUEROS Y ANTITOXINAS 
DE ORIGEN ANIMAL"
LA GENEROSA,FARMACIA,AV GUSTAVO BAZ NUMERO 8 INT 1,TEQUESQUINAHUAC,54020,TLALENPATNLA,EDO. DE MEXICO,15104090273,12-May-15,"PSICOTROPICOS VACUNAS TOXOIDES 
HEMODERIVADOS SUEROS Y ANTITOXINAS 
DE ORIGEN ANIMAL"
LA GENEROSA,FARMACIA,"ALFREDO DEL MAZO VELEZ MZ 462 LT 
9C",EL TENAYO CENTRO,54140,TLALENPATNLA,EDO. DE MEXICO,15104090274,12-May-15,"PSICOTROPICOS VACUNAS TOXOIDES 
HEMODERIVADOS SUEROS Y ANTITOXINAS 
DE ORIGEN ANIMAL"
FARMACIA DEL AHORRO,FARMACIA,AVENIDA LOPEZ MATEOS NUMERO 14,PUENTE DE VIGAS,54090,TLALENPATNLA,EDO. DE MEXICO,15104090275,18-Jun-15,"PSICOTROPICOS VACUNAS TOXOIDES 
HEMODERIVADOS SUEROS Y ANTITOXINAS 
DE ORIGEN ANIMAL"
FARMACIA DEL AHORRO,FARMACIA,"AVENIDA CONVENTO DE SANTA 
MONICA NUM 101",JARDINES DE SANTA MONICA,54050,TLALENPATNLA,EDO. DE MEXICO,15104090276,18-Jun-15,"PSICOTROPICOS VACUNAS TOXOIDES 
HEMODERIVADOS SUEROS Y ANTITOXINAS 
DE ORIGEN ANIMAL"
FARMA GOLD S. DE R.L. DE C.V.,FARMACIA,CONVENTO DE SANTA MONICA NUM 127,LEANDRO VALLE,54040,TLALENPATNLA,EDO. DE MEXICO,15104090277,01-Jul-15,"PSICOTROPICOS VACUNAS TOXOIDES 
HEMODERIVADOS SUEROS Y ANTITOXINAS 
DE ORIGEN ANIMAL"
FARMACIA GUADALAJARA S.A. DE C.V.,FARMACIA,VIVEROS DE LA HACIENDA NUMERO 199,VIVEROS DE LA LOMA,54080,TLALENPATNLA,EDO. DE MEXICO,15104090278,30-Nov-15,"PSICOTROPICOS VACUNAS TOXOIDES 
HEMODERIVADOS SUEROS Y ANTITOXINAS 
DE ORIGEN ANIMAL"
AGR OUTSORCING S.A. DE C.V. AGR MEDICAL FARM SUC TLANEP,FARMAICA,AVENIDA HIDALGO NUMERO 14,"CENTRO INDUSTRIAL 
TLALNEPANTLA",54030,TLALENPATNLA,EDO. DE MEXICO,15104090281,18-Mar-16,"ESTUPEFACIENTES PSICOTROPICOS 
VACUNAS TOXOIDES HEMODERIVADOS 
SUEROS Y ANTITOXINAS DE ORIGEN ANIMAL"
FARMACIA BENAVIDES SUC PRESIDENCIA TLALNEPANTLA,FARMACIA,VALLARATA NUMERO 54,TLALNEPANTLA CENTRO,54000,TLALENPATNLA,EDO. DE MEXICO,15104090283,30-Mar-16,"ESTUPEFACIENTES PSICOTROPICOS 
VACUNAS TOXOIDES HEMODERIVADOS 
SUEROS Y ANTITOXINAS DE ORIGEN ANIMAL"
FARMACIAS DEL AHORRO,FARMACIA,AVENIDA GUSTAVO BAZ NUMERO 12,SAN NICOLAS,54030,TLALENPATNLA,EDO. DE MEXICO,15104090284,30-Mar-16,"PSICOTROPICOS VACUNAS TOXOIDES 
HEMODERIVADOS SUEROS Y ANTITOXINAS 
DE ORIGEN ANIMAL"
FARMACIA SAN LUCAS,FARMACIA,AVENIDA JUAREZ NUMERO 103,SAN LUCAS PATONI,54100,TLALENPATNLA,EDO. DE MEXICO,15104090041,01-Mar-16,"ESTUPEFACIENTES PSICOTROPICOS 
VACUNAS TOXOIDES"
FARMACIAS DEL AHORRO,FARMACIA,AVENIDA BENITO JUAREZ NUMERO 2,SAN JUAN IXHUATEPEC,54180,TLALENPATNLA,EDO. DE MEXICO,15104090285,19-abr-16,"PSICOTROPICOS VACUNAS TOXOIDES 
HEMODERIVADOS SUEROS Y ANTITOXINAS 
DE ORIGEN ANIMAL"
OB-GIN CEYLAN S.A. DE C.V.,BOTICA,COLIMA NUMERO 10,VALLE CEYLAN,54150,TLALENPATNLA,EDO. DE MEXICO,15104100286,23-May-16,"ESTUPEFACIENTES FRACCION I 
PSICOTROPICOS FRACCIONES II Y III 
TOXOIDES ANTITOXINAS DE ORIGEN ANIMAL 
VACUNAS HEMODERIVADOS SUEROS DE 
ORIGEN ANIMAL"
,,,,,,,,,
NUEVA WALMART DE MEXICO S DE AL.CV,FARMACIA,"AV, DEL PEÑON S/N XOCHITEN",XOCHITENCO,56370,CHIMALHUACAN,ESTADO DE MEXICO,1503109309,02-Jun-11,"ESTUPEFACIENTES,PSICOTROPICOS II Y III, 
VACUNAS, TOXOIDES"
LEONARDA CHAVE GUTIERREZ,FARMACIA,5 DE MAYO NO.4 SANTA MARIA,SANTA MARIA,56250,CHICONCUAC,ESTADO DE MEXICO,15030090310,09-Jun-11,"ESTUPEFACIENTES,PSICOTROPICOS II Y III, 
VACUNAS, TOXOIDES"
INSTITUTO MEXICANO DE SEGUROS,FARMACIA,AV.5 DE MAYO S/N SANTA MARIA,SANTA MARIA,56370,CHIMALHUACAN,ESTADO DE MEXICO,15031090311,16-Jun-01,"ESTUPEFACIENTES,PSICOTROPICOS II Y III, 
VACUNAS, TOXOIDES"
DISTRIBU 100 DISOP S.A DE C.V,FARMACIA,EMILIANO ZAPATA S/N,CHIMALHUACAN,56370,CHIMALHUACAN,ESTADO DE MEXICO,15031090312,29-Sep-11,"ESTUPEFACIENTES,PSICOTROPICOS II Y III, 
VACUNAS, TOXOIDES"
NUEVA WALMART DE MEXICO S DE R.L.G.O,FARMACIA,LEAL DEL ARZOBISPADO 2.62 L.I,CHICOLOAPAN,56330,CHICOLOAPAN,ESTADO DE MEXICO,15029090313,09-dic-11,"ESTUPEFACIENTES,PSICOTROPICOS II Y III, 
VACUNAS, TOXOIDES"
TIENDA SORIANA SA DE CV,FARMACIA,AV. NEZAHUATCOYOL,NATIVITAS,56370,CHIMALHUACAN,ESTADO DE MEXICO,1.50831E+11,09-dic-11,"ESTUPEFACIENTES,PSICOTROPICOS II Y III, 
VACUNAS, TOXOIDES"
FARMACIA DOÑA DELFINA,FARMACIA,CONSTITUCION NO. 128,TEXCOCO,56100,TEXCOCO,ESTADO DE MEXICO,15099090315,15-dic-11,"ESTUPEFACIENTES,PSICOTROPICOS II Y III, 
VACUNAS, TOXOIDES"
FARMACIA GUADALAJARA,FARMACIA,GERRERO NO.103,CENTRO,56100,TEXCOCO,ESTADO DE MEXICO,15099090316,27-Nov-12,"ESTUPEFACIENTES,PSICOTROPICOS II Y III, 
VACUNAS, TOXOIDES"
FARMACIA GUADALAJARA,FARMACIA,CARRETERA MEXICO TEXCOCO 157,REVOLUCION CHICOLOAPAN,56330,CHICOLOAPAN,ESTADO DE MEXICO,15029090317,27-Nov-12,"ESTUPEFACIENTES,PSICOTROPICOS II Y III, 
VACUNAS, TOXOIDES"
FARMACIA DEL AHORRO,FARMACIA,AV. DEL PEÑON M10 LT150,XOCHIACA CHIMALHUACAN,56370,CHIMALHUACAN,ESTADO DE MEXICO,15031090318,14-abr-13,"ESTUPEFACIENTES,PSICOTROPICOS II Y III, 
VACUNAS, TOXOIDES"
FARMACIA GUADALAJARA,FARMACIA,"PROLONGACION 16 DE SEPTIEMBRE 
310",BARRIO SAN PABLO,56100,TEXCOCO,ESTADO DE MEXICO,1.50999E+11,24-abr-13,"ESTUPEFACIENTES,PSICOTROPICOS II Y III, 
VACUNAS, TOXOIDES"
FARMACIA DISUR,FARMACIA,20 DE NOVIEMBRE S/N,CENTRO TEZOYUCA,,TEZOYUCA,ESTADO DE MEXICO,15100090320,24-May-13,"ESTUPEFACIENTES,PSICOTROPICOS II Y III, 
VACUNAS, TOXOIDES"
FARMACIA,FARMACIA,CAPOLTITLAN NO.1,PURIFCACION,56100,TEXCOCO,ESTADO DE MEXICO,15099090321,13-ago-13,"ESTUPEFACIENTES,PSICOTROPICOS II Y III, 
VACUNAS, TOXOIDES"
FARMACIA SAN JOSE,FARMACIA,MORELOS NO.310,CENTRO,56100,TEXCOCO,ESTADO DE MEXICO,15099090322,13-ago-13,"ESTUPEFACIENTES,PSICOTROPICOS II Y III, 
VACUNAS, TOXOIDES"
FARMACIA EL AHORRO,FARMACIA,AV. DEL PEÑON M 10 LT150,XOCHIACA CHIMALHUACAN,56370,CHIMALHUACAN,ESTADO DE MEXICO,15031090323,17-Sep-13,"ESTUPEFACIENTES,PSICOTROPICOS II Y III, 
VACUNAS, TOXOIDES"
FARMACIA SANA SANA,FARMACIA,AV. JUAREZ NO.17,CENTRO,56100,TEXCOCO,ESTADO DE MEXICO,15099090324,07-Oct-13,"ESTUPEFACIENTES,PSICOTROPICOS II Y III, 
VACUNAS, TOXOIDES"
FARMACIA GUADALAJARA,FARMACIA,16 DE SEPTIEMBRE NO.20,SAN PABLITO,56200,CHICONCUAC,ESTADO DE MEXICO,15032080325,26-May-14,"ESTUPEFACIENTES,PSICOTROPICOS II Y III, 
VACUNAS, TOXOIDES"
FARMACIA DEL AHORRO,FARMACIA,ALLENDE NO.700,SAN SEBASTIAN,56220,TEXCOCO,ESTADO DE MEXICO,15099090326,04-ago-14,"ESTUPEFACIENTES,PSICOTROPICOS II Y III, 
VACUNAS, TOXOIDES"
FARMACIA DEL AHORRO,FARMACIA,PLAZA DE LA CONSTITUCION NO.18,CENTRO,56100,TEXCOCO,ESTADO DE MEXICO,15099090327,04-ago-14,"ESTUPEFACIENTES,PSICOTROPICOS II Y III, 
VACUNAS, TOXOIDES"
FARMACIA DEL AHORRO,FARMACIA,AV. EMILIANO ZAPATA 129,SAN LORENZO,56100,TEXCOCO,ESTADO DE MEXICO,15099090328,04-ago-14,"ESTUPEFACIENTES,PSICOTROPICOS II Y III, 
VACUNAS, TOXOIDES"
FARMACIA CENTRAL,FARMACIA,BACILIOCANTABRANA NO.8,SAN MIGUEL,56200,CHICONCUAC,ESTADO DE MEXICO,15030090329,04-ago-14,"ESTUPEFACIENTES,PSICOTROPICOS II Y III, 
VACUNAS, TOXOIDES"
FARMACIA GUADALAJARA,FARMACIA,AV DEL PEÑON S/N,SAN PABLO,56370,CHIMALHUACAN,ESTADO DE MEXICO,15031090330,03-Oct-14,"ESTUPEFACIENTES,PSICOTROPICOS II Y III, 
VACUNAS, TOXOIDES"
FARMACIA FARLIV,FARMACIA,AV. CENTRAL,SAN LORENZO,56370,CHIMALHUACAN,ESTADO DE MEXICO,1.50031E+11,17-Oct-14,"ESTUPEFACIENTES,PSICOTROPICOS II Y III, 
VACUNAS, TOXOIDES"
FARMACIA CENTRAL,FARMACIA,AV. JUAREZS/N,SAN SIMON,,TEXCOCO,ESTADO DE MEXICO,15099090332,29-ene-15,"ESTUPEFACIENTES,PSICOTROPICOS II Y III, 
VACUNAS, TOXOIDES"
FARMACIA,FARMACIA,AV.2 DE MARZO #308,CENTRO,56100,TEXCOCO,ESTADO DE MEXICO,15099090333,29-ene-15,"ESTUPEFACIENTES,PSICOTROPICOS II Y III, 
VACUNAS, TOXOIDES"
FARMACIA REX,FARMACIA,AV. HIDALGO#102,SAN SEBASTIAN,56220,TEXCOCO,ESTADO DE MEXICO,15099090334,18-Jun-15,"ESTUPEFACIENTES,PSICOTROPICOS II Y III, 
VACUNAS, TOXOIDES"
FARMACIA DEL AHORRO,FARMACIA,AV. PINO # 10,SAN JOSE,56330,CHICOLOAPAN,ESTADO DE MEXICO,15099090335,07-Jul-15,"ESTUPEFACIENTES,PSICOTROPICOS II Y III, 
VACUNAS, TOXOIDES"
FARMACIA VENABIDES,FARMACIA,AV. NEZAHUATCOYOL #6B,CENTRO,56100,TEXCOCO,ESTADO DE MEXICO,15099090336,14-dic-15,"ESTUPEFACIENTES,PSICOTROPICOS II Y III, 
VACUNAS, TOXOIDES"
FARMACIA,FARMACIA,AV. JUAREZ S/N,SAN PEDRO,56200,CHICONCUAC,ESTADO DE MEXICO,15030090337,06-ene-16,"ESTUPEFACIENTES,PSICOTROPICOS II Y III, 
VACUNAS, TOXOIDES"
FARMACIA FARMA FARMA PLUS,FARMACIA,AV. DEL PEÑON M2 LT 15,XOCHITENCO,56370,CHIMALHUACAN,ESTADO DE MEXICO,15031090338,28-ene-16,"ESTUPEFACIENTES,PSICOTROPICOS II Y III, 
VACUNAS, TOXOIDES"
FARMACIA CENTRAL,FARMACIA,MEJORAMIENTO DEL AMBIENTE #4,CENTRO,56330,CHICOLOAPAN,ESTADO DE MEXICO,15099090339,16-Feb-16,"ESTUPEFACIENTES,PSICOTROPICOS II Y III, 
VACUNAS, TOXOIDES"
FARMACIA DEL AHORRO,FARMACIA,QUETZALI M721,ORFREBRES,56370,CHIMALHUACAN,ESTADO DE MEXICO,15031090340,13-abr-16,"ESTUPEFACIENTES,PSICOTROPICOS II Y III, 
VACUNAS, TOXOIDES"
FARMACIA GUADALAJARA,FARMACIA,AV. HIDALGO #102,SAN SEBASTIAN,56220,TEXCOCO,ESTADO DE MEXICO,15099090341,20-May-16,"ESTUPEFACIENTES,PSICOTROPICOS II Y III, 
VACUNAS, TOXOIDES"
FARMACIA CENTRAL,FARMACIA,"CERRADA DE MOCTEZUMA ESQUINA 2 
DE MARZO # 113",AHUEHUETEZ,56100,TEXCOCO,ESTADO DE MEXICO,15099090342,20-May-16,"ESTUPEFACIENTES,PSICOTROPICOS II Y III, 
VACUNAS, TOXOIDES"
FARMACIA SAN PBLO,FARMACIA,16 DE SEPTIEMBRE #100,CENTRO,56100,TEXCOCO,ESTADO DE MEXICO,15099090343,20-May-16,"ESTUPEFACIENTES,PSICOTROPICOS II Y III, 
VACUNAS, TOXOIDES"
FARMACIA,FARMACIA,2 DE MARZO #807 PISO 1 TEXCOCO,CENTRO,56100,TEXCOCO,ESTADO DE MEXICO,15099090344,25-May-16,"ESTUPEFACIENTES,PSICOTROPICOS II Y III, 
VACUNAS, TOXOIDES"
BOTICA RECLUSORIO TEXCOCO GEM,BOTICA,"KILOMETRO 4.5 CARRETERA TEXCOCO 
S/N",SAN MIGUEL,51000,TEXCOCO,ESTADO DE MEXICO,15099100345,13-Jun-16,"ESTUPEFACIENTES,PSICOTROPICOS II Y III, 
VACUNAS, TOXOIDES"
FARMACIA GUADALAJARA,FARMACIA,"BULEBAR JOSEFA ORTIZ DE 
DOMINGUEZ S/N TEXCOCO",SAN PEDRO,56100,TEXCOCO,ESTADO DE MEXICO,15099090346,03-Oct-16,"ESTUPEFACIENTES,PSICOTROPICOS II Y III, 
VACUNAS, TOXOIDES"
BOTICA,BOTICA,16 DE SPETIEMBRE # 3,RIVA PALACIO,56100,TEXCOCO,ESTADO DE MEXICO,15099100347,13-Oct-16,"ESTUPEFACIENTES,PSICOTROPICOS II Y III, 
VACUNAS, TOXOIDES"
FARMACIA NUEVA CENTRAL S.A. DE C.V.,FARMACIA,ESQ. EMILIANO ZAPATA No. 15,SAN LORENZO,56190,TEXCOCO,ESTADO DE MÉXICO,15 099 09 0348,04-Nov-16,"Estupefacientes Fracción I, Psicotrópicos 
Fracción II y III, Toxoides, Antitoxinas de Origen 
Animal, Vacunas, Hemoderivados, .Sueros de 
Origen Animal"
,,,,,,,,,
FARMACIA  A B C,FARMACIA,BOSQUES  DE FRANCIA  2,BOSQUES DE ARAGON,57170,NEZAHUALCOYOTL,ESTADO DE MEXICO,1505809342,11 01 10,"PSICOTROPICOS, VACUNAS TOXOIDES U 
SUEROS"
FARMACIAS TRADICIONALES DE MEXICO,FARMACIA,HACIENDA DE LA NORIA  37 B,IMPULSORA,57130,NEZAHUALCOYOTL,ESTADO DE MEXICO,1505809343,20 01 10,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS"
FARMACIA,FARMACIA,CONSTITUCION DE LA REPUBLICA 45,CAMPESTRE GUADALUPANA,57120,NEZAHUALCOYOTL,ESTADO DE MEXICO,1505809344,20 01 10,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS"
"FARMACIA STAR MEDICA, S.A. DE C.V.",FARMACIA,BORDO DE XOCHIACA 3  A2-2B,CIUDAD JARDIN BICENTENARIO,57000,NEZAHUALCOYOTL,ESTADO DE MEXICO,1505809345,27 01 10,"PSICOTROPICOS,  ESTUPEFACIENTES, 
VACUNAS, TOXOIDES, SUEROS DE ORIGEN 
ANIMAL ANTITOXOIDES DE ORIGEN ANIMAL"
FARMACIA,FARMACIA,GUERRILLERA 199,BENITO JUAREZ,57000,NEZAHUALCOYOTL,ESTADO DE MEXICO,1505809346,06 07 10,"PSICOTROPICOS,  ESTUPEFACIENTES, 
VACUNAS, TOXOIDES, SUEROS DE ORIGEN 
ANIMAL ANTITOXOIDES DE ORIGEN ANIMAL"
"FARMACIA COOPERATIVO VISUAL EL REY, S.A.",FARMACIA,CARMELO PEREZ 536,BENITO JUAREZ,57000,NEZAHUALCOYOTL,ESTADO DE MEXICO,1505809347,30 07 10,"PSICOTROPICOS,  ESTUPEFACIENTES, 
VACUNAS, TOXOIDES, SUEROS DE ORIGEN 
ANIMAL ANTITOXOIDES DE ORIGEN ANIMAL"
FARMACIA,FARMACIA,JOSE  DEL PILAR # 18,JUAREZ PANTITLAN,57460,NEZAHUALCOYOTL,ESTADO DE MEXICO,1505809355,25 10 10,"PSICOTROPICOS,  ESTUPEFACIENTES, 
VACUNAS, TOXOIDES, SUEROS DE ORIGEN 
ANIMAL ANTITOXOIDES DE ORIGEN ANIMAL"
FARMACIA,FARMACIA,AV. CARMELO PEREZ # 201,COL. VICENTE VILLADA,57710,NEZAHUALCOYOTL,ESTADO DE MEXICO,1505809356,25 10 10,"ESTUPEFACIENTES, PSICOTROPICOS, 
VACUNAS , TOXOIDES, SUEROS DE ORIGEN 
ANIMAL ATITOXOIDES DE ORIGEN ANIMAL"
SALUCOM S.A DE S.V,FARMACIA,PONIENTE 28 # 302,PERLA REFORMA,57820,NEZAHUALCOYOTL,ESTADO DE MEXICO,1505809357,28 10 10,"ESTUPEFACIENTES, PSICOTROPICOS, 
VACUNAS , TOXOIDES, SUEROS DE ORIGEN 
ANIMAL ATITOXOIDES DE ORIGEN ANIMAL"
FARMACIA,FARMACIA,TLAXPANA 21,VICENTE VILLADA,57710,NEZAHUALCOYOTL,ESTADO DE MEXICO,1505809358,28 10 10,"ESTUPEFACIENTES, PSICOTROPICOS, 
VACUNAS , TOXOIDES, SUEROS DE ORIGEN 
ANIMAL ATITOXOIDES DE ORIGEN ANIMAL"
FARMACIA,FARMACIA,BOSQUES DE ARAGON 78,PRADO DE ARAGON,57179,NEZAHUALCOYOTL,ESTADO DE MEXICO,1505809360,25 05 11,"PSICOTROPICOS, VACUNAS TOXOIDES Y 
HEMODERIVADOS"
