"BOTICA UNIDAD DE 
MEDICINA FARMILAR 
C/HOS.NO. 11.",BOTICA,"BENITO JUAREZ #22 E/JUAREZ 
MALDONADO TETABIATE Y JOSE MA. 
PINO.",VICAM RIO YAQUI.,85510,GUAYMAS,SONORA,26-029-10-0011,29-oct.-14,PSICOTRÒPICOS (GRUPO II Y II).
"FARMACIA WAL MART 
SUPERCENTER 
DE GUAYMAS.",FARMACIA,"CARRET. INTER. MEXICO-NOG. KM. 
1982 #1400 E/DIANA C. Y ELECTRA.",LOMA LINDA.,85420,GUAYMAS,SONORA,26-029-09-0042,25-oct.-10,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIA INT. HOSPITAL SAN 
JOSE DE HERMOSILLO",FARMACIA,"BLVD. MORELOS #340 E/LOPEZ 
PORTILLO Y AVE. 7",BACHOCO,83148,HERMOSILLO,SONORA,26-030-09-0220,02-jul.-07,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
AR FARMACIA,FARMACIA,"NAYARIT #101 E/MARIANO 
ESCOBEDO Y GRAL. REYES.",SAN BENITO,83190,HERMOSILLO,SONORA,26-030-09-0367,02-sep.-10,PSICOTRÒPICOS (GRUPO III).
"ANDA FARMACIAS, SUC. JUAREZ.",FARMACIA,"SEGURO SOCIAL NO. 182 E/BENITO 
JUAREZ Y GUAYMAS",MODELO.,83190,HERMOSILLO,SONORA,26-030-09-0302,17-mar.-09,"PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"ANDA FARMACIAS, S.A. DE C.V. 
SUC. NOGALES.",FARMACIA,"JOSE S. HEALY #165 ESQ. 
CUERNAVACA",BALDERRAMA.,83180,HERMOSILLO,SONORA,26-030-09-0345,28-ago.-09,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL,  HEMODERIVADOS."
"DROGUERIA DE ASISTENCIA 
MÉDICA CONTRA LA ADICCIÒN, 
HERMOSILLO SUR.",DROGUERIA,PROF. HORACIO SORIA LT. 174,CENTRO SUR.,83000,HERMOSILLO,SONORA,26-030-11-0001,28-ene.-15,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II y III)."
"FARMACIA BUENA SALUD, SUC. 
COLOSIO.",FARMACIA,"BLVD. LUIS D. COLOSIO #38 E/ 
HORACIO SORIA Y JESUS GARCIA.",CENTRO.,83000,HERMOSILLO,SONORA,26-030-09-0496,02-abr.-13,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II Y III), VACINAS ,TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. LA 
PALOMA.",FARMACIA,"BLVD. JOSE M. MORELOS  #695 
E/GILBERTO 
ESCOBOZA Y PASEO 
LORETO.",RESIDENCIAL LORETO.,83148,HERMOSILLO,SONORA,26-030-09-0507,24-mar.-14,"PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"BODEGA AURRERA PERIFERICO 
SUR.",FARMACIA,"PERIFERICO SUR NO. 676 ESQ. CON 
PERIFERICO
 ORIENTE.",LAS LOMAS.,83294,HERMOSILLO,SONORA,26-030-09-0299,23-feb.-09,"PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIA BODEGA
 AURRERA HERMOSILLO ORIENTE.",FARMACIA,"BLVD. ANTONIO 
QUIROGA S/N ESQ. PROLONGACIÒN 
PERIMETRAL NORTE.",EL LLANITO.,83174,HERMOSILLO,SONORA,26-030-09-0413,09-ago.-11,"PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES,  SUC. 
REFORMA.",BOTICA,"REFORMA  #195 ESQ. OTHON 
ALMADA.",BALDERRAMA.,83280,HERMOSILLO,SONORA,26-030-09-0197,11-abr.-07,"PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"BOTICA DEL CENTRO MÉDICO DEL 
NOROESTE.",BOTICA,AVE. LUIS DONALDO COLOSIO # 23.,CENTRO.,83000,HERMOSILLO,SONORA,26-030-10-0014,06-feb.-02,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES."
"BODEGA AURRERA HERMOSILLO 
NORTE.",FARMACIA,JUAN BAUTISTA E. #824.,SOLIDARIDAD.,83117,HERMOSILLO,SONORA,26-030-09-0157,02-ago.-05,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL."
"BODEGA AURRERA HERMOSILLO 
ORIENTE.",FARMACIA,"BLVD. ANTONIO QUIROGA S/N ESQ. 
PROLONGACION PERIMETRAL 
NORTE.",EL LLANITO.,83174,HERMOSILLO,SONORA,26-030-09-0413,09-ago.-11,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL."
"FARMACIAS BENAVIDES SUC. 
PITIC.",FARMACIA,"BLVD. MORELOS #16 ESQ. SANTOS 
DEGOLLADO.",CONSTITUCION.,83150,HERMOSILLO,SONORA,26-030-09-0184,29-ene.-07,"PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. 
NUEVO HERMOSILLO.",FARMACIA,"AVE. PEÑA 
COLORADA #52 
ESQ. BREA VERDOSA.",NUEVO HERMOSILLO.,83296,HERMOSILLO,SONORA,26-030-09-0181,26-ene.-07,"PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. 
CAMINO DEL SERI.",FARMACIA,"BLVD. CAMINO DEL SERI #731 ESQ. 
BLVD. PASEO DE LAS QUINTAS.",LA VERBENA.,83288,HERMOSILLO,SONORA,26-030-09-0532,08-feb.-16,"PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA, 
DROGUERIA)",CALLE Y NO.,COLONIA,"CODIGO 
POSTAL",MUNICIPIO O DELEGACION,ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS (ESTUPEFACIENTES), (PSICOTRÓPICOS  II, 
III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS)"
"FARMACIAS BENAVIDES SUC. 
PLAZA BENEI.",FARMACIA,BLVD. QUIROGA #260 ESQ. NAVOJOA.,BENEI RESIDENCIAL.,83177,HERMOSILLO,SONORA,26-030-09-0529,10-dic.-15,"PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. 
SENDERO.",FARMACIA,"PERIFERICO OTE. 
#1274 ESQ. CARRET. A SAHUARIPA.",PERISUR.,83294,HERMOSILLO,SONORA,26-030-09-0187,16-feb.-07,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
BODEGA AURRERA EL SERI.,FARMACIA,"CAMINO DEL SERI S/N Y BLVD. 
CARLOS QUINTERO A., INT. TIENDA.",LAS PLACITAS.,83000,HERMOSILLO,SONORA,26-030-09-0526,11-jun.-15,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES, SUC. 
FRENTE FRIO.",FARMACIA,"PERIFERICO PTE. #4 E/REAL DEL 
ARCO Y 
PASEO DEL NTE.",LAS QUINTAS.,83240,HERMOSILLO,SONORA,26-030-09-0194,11-abr.-07,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. Y 
GRIEGA.",FARMACIA,"AGUSTIN VILDOSOLA S/N ESQ. 
PERIFERICO SUR.","PEDREGAL.
 DE LA VILLA",83290,HERMOSILLO,SONORA,26-030-09-0196,11-abr.-07,"PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC.  
PERIFERICO SUR.",FARMACIA,"PERIFERICO SUR #698 ESQ. BLVD. 
IXTLAXIHUATL.",Y GRIEGA.,83290,HERMOSILLO,SONORA,26-030-09-0241,17-dic.-07,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. AVE. 
13.",FARMACIA,BLVD. MORELOS S/N ESQ. AVE. 13.,LOMA LINDA.,83150,HERMOSILLO,SONORA,26-030-09-0229,18-sep.-07,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. PALO 
VERDE.",FARMACIA,"PERIFREICO PTE. #1085 INTERIOR DE 
LEY PALO VERDE.",PALO VERDE.,83280,HERMOSILLO,SONORA,26-030-09-0202,12-abr.-07,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. 
PLAZA GALICIA.",FARMACIA,"LUIS DONALDO COLOSIO #881 ESQ. 
COMPOSTELA.",COMPOSTELA.,83224,HERMOSILLO,SONORA,26-030-09-0528,20-nov.-15,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. 
PLAZA LA RIOJA.",FARMACIA,"BLVD. LUIS D. COLOSIO #803 L-1 E/ 
CAMEROS Y TECNOLOGICO.",LA RIOJA.,83244,HERMOSILLO,SONORA,26-030-09-0502,09-oct.-13,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. RIO 
SONORA.",FARMACIA,"PERIFERICO PTE. S/N, 
INTERIOR DE LEY RIO SONORA..",LA MOSCA.,83280,HERMOSILLO,SONORA,26-030-09-0203,12-abr.-07,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. 
HOSPITAL HERMOSILLO.",FARMACIA,"BLVD. LUIS ENCINAS #274 ESQ. CON 
REYES.",SAN BENITO.,83190,HERMOSILLO,SONORA,26-030-09-0192,10-abr.-07,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. 
HOSPITAL INFANTIL.",FARMACIA,"AVE. DE LA REFORMA #360 E/CALLE 
9 Y 10.",JESUS GARCIA.,83250,HERMOSILLO,SONORA,26-030-09-0182,26-ene.-07,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. 
PUEBLITOS.",FARMACIA,"BLVD. AGUSTIN ZAMORA #820 E/DEL 
BOSQUE Y PUEBLO GRANDE.","PRIVADAS DEL 
BOSQUE.",83117,HERMOSILLO,SONORA,26-030-09-0514,28-jun.-14,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIA BENAVIDES SUC. 
PERIMETRAL CUM.",FARMACIA,"REPUBLICA DE JAMAICA #1109-B 
ESQ. PERIMETRAL NORTE.",EL SAHUARO.,83170,HERMOSILLO,SONORA,26-030-09-0498,16-jul.-13,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. 
XOLOTL.",FARMACIA,"BLVD. XOLOTL #6 E/
FERNANDO 
ARAGON MORENO 
Y 
ALFONSO LOPEZ.",ALTARES.,83294,HERMOSILLO,SONORA,26-030-09-0284,21-oct.-08,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL."
"FARMACIAS BENAVIDES SUC. 
PLAZA GOM.",FARMACIA,"BLVD. ANOTONIO QUIROGA #397 E/L. 
CARDENAS Y TIERRA COLORADA.",TIERRA COLORADA.,83116,HERMOSILLO,SONORA,26-030-09-0458,17-sep.-12,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. 
GRANJAS.",FARMACIA,OLIVARES #393 ESQ. CASTELLANA.,LAS GRANJAS.,83250,HERMOSILLO,SONORA,26-030-09-0198,11-abr.-07,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. 
SAHUARIPA.",FARMACIA,"SAHUARIPA #304 E/BLVD.  LUIS 
DONALDO COLOSIO Y DR. 
PESQUERIA.","PRADOS DEL 
CENTENARIO.",83260,HERMOSILLO,SONORA,26-030-09-0245,16-ene.-08,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. 
SERDAN.",FARMACIA,SERDAN #81 ESQ. CON ABASOLO.,CENTRO.,83000,HERMOSILLO,SONORA,26-030-09-0199,12-abr.-07,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES 
SUC. PLAZA 
CONQUISTADOR.",FARMACIA,"BLVD. ANTONIO QUIROGA C74 E/LUIS 
D. COLOSIO Y GARCIA MORALES.",EL CONQUISTADOR.,83126,HERMOSILLO,SONORA,26-030-09-0503,10-oct.-13,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIA BUENA SALUD, SUC. 
REFORMA.",FARMACIA,"REFORMA  #273
 LOC. 2A-1 
ESQ. PASEO 
RIO SAN MIGUEL.","PROYECTO RIO 
SONORA.",83280,HERMOSILLO,SONORA,26-030-09-0429,02-mar.-12,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. 
PERIFERICO NORTE.",FARMACIA,"PERIFERICO NTE.  #189 E/ANGEL 
GARCIA ABURTO Y HEROES 
DE CABORCA.",JESUS GARCIA.,83140,HERMOSILLO,SONORA,26-030-09-0380,09-dic.-10,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. 
NAVARRETE.",FARMACIA,"BLVD. NAVARRETE S/N 
ESQ. DR. DOMINGO 
OLIVARES.",VALLE GRANDE.,83205,HERMOSILLO,SONORA,26-030-09-0183,29-ene.-07,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. LUIS 
ENCINAS.",FARMACIA,"BLVD. LUIS ENCINAS ESQ. DR. 
DOMINGO OLIVARES.",VILLA SATELITE.,83200,HERMOSILLO,SONORA,26-030-09-0246,08-feb.-08,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. 
REFORMA 
HERMOSILLO.",FARMACIA,"AVE. REFORMA #259 ESQ. DR. 
PALIZA.",CENTENARIO.,83260,HERMOSILLO,SONORA,26-030-09-0561,23-ago.-16,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIA BENAVIDES SUC. 
OLIVARES.",FARMACIA,"DR. DOMINGO OLIVARES #93 E/JOSE 
S. HEALY Y MICHOACAN.",OLIVARES.,83180,HERMOSILLO,SONORA,26-030-09-0346,28-ago.-09,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. 
PERINORTE.",FARMACIA,"PERIFERICO NTE. #529 ESQ. CARLOS 
CATUREGLY.",LUIS ENCINAS.,83138,HERMOSILLO,SONORA,26-030-09-0201,12-abr.-07,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE SUERO ANIMAL, HEMODERIVADOS."
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA, 
DROGUERIA)",CALLE Y NO.,COLONIA,"CODIGO 
POSTAL",MUNICIPIO O DELEGACION,ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS (ESTUPEFACIENTES), (PSICOTRÓPICOS  II, 
III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS)"
"FARMACIAS BENAVIDES SUC. 
LOPEZ PORTILLO.",FARMACIA,"BLVD. LOPEZ PORTILLO #464 ES. 
CON OLIVARES.",LEY 57.,83100,HERMOSILLO,SONORA,26-030-09-0191,10-abr.-07,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE SUERO ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. 
IGNACIO SALAZAR.",FARMACIA,"BLVD. IGNACIO 
SALAZAR #743 LOC-34 E/REP. DE 
BELICE Y 
REP. DE HAITI.",SAN JERONIMO.,83127,HERMOSILLO,SONORA,26-030-09-0252,08-ago.-08,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC.VILLA 
COLONIAL.",FARMACIA,"BLVD. PROGRESO S/N ESQ. 
BERNARDO REYES.",ALTO VALLE.,83106,HERMOSILLO,SONORA,26-030-09-0221,11-jul.-07,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. 
BUGAMBILIAS.",FARMACIA,"JUAREZ #354 E/AVE. DOS Y ALFREDO 
EGUIARTE.",BUGAMBILIAS.,83140,HERMOSILLO,SONORA,26-030-09-0193,11-abr.-07,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES, SUC. 
SAHUARO.",FARMACIA,"PERIFERICO PTE. S/N Y AVE. 
TECNOLOGICO-INTERIOR LEY 
SAHUARO.",SAHUARO.,83170,HERMOSILLO,SONORA,26-030-09-0179,26-ene.-07,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. 
COLOSIO REAL DEL ARCO
ARCO.",FARMACIA,"REAL DEL ARCO #112 ESQ. BLVD. 
LUIS DONALDO COLOSIO.",VILLA SATELITE.,83200,HERMOSILLO,SONORA,26-030-09-0555,25-jun.-16,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
BOTICA ISSSTESON CIAS SUR.,BOTICA,"PASEO RIO SANTA CRUZ #9 E/RIO 
SAN MIGUEL Y AVE. CULTURA,","PROYECTO RIO 
SONORA.",83270,HERMOSILLO,SONORA,26-030-10-0032,19-jun.-13,"ESTUPEFACINETES (GRUPO I), PSICOTRÒPICOS (GRUPOS II Y III), VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"BOTICA DEL CENTRO FEDERAL DE
 READAPTACION SOCIAL 
NO. 11.",BOTICA,"CARRET. HILLO-BAHIA DE KINO KM. 
33+800, DESV. A LA DERECHA KM. 4.",PUNTA CHUECA.,83349,HERMOSILLO,SONORA,26-030-10-0037,20-abr.-16,"ESTUPEFACINETES (GRUPO I), PSICOTRÒPICOS (GRUPOS II Y III), VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIAS CIAS NORTE.,BOTICA,"AVE. ISABEL LA CATOLICA #437 
E/BLVD. SOLIDARIDAD Y CEDROS.",LAS ISABELES.,83120,HERMOSILLO,SONORA,26-030-10-0033,11-nov.-13,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA COSTCO,FARMACIA,"AV. LUIS DONALDO 
COLOSIO #416 Y BLVD. DEL ARCO.","SAN FERNANDO DE LA 
HERRADURA.",83200,HERMOSILLO,SONORA,26-030-09-0014,07-dic.-01,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL."
FARMACIA CITY CLUB.,FARMACIA,"BLVD. RIO SONORA NTE. #128-A ESQ. 
SOLIDARIDAD.","PROYECTO RIO 
SONORA.",83270,HERMOSILLO,SONORA,26-030-09-0235,31-oct.-07,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"CLINICA DE EXCELENCIA EN 
CIRUGÍA.",BOTICA,"CAMPODONICO #31 E/EMILIO 
BERAUD Y BLVD. HIDALGO.",CENTENARIO.,83260,HERMOSILLO,SONORA,26-030-10-0025,30-oct.-08,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II Y III)."
FARMACIA CRUZ ROSA.,DROGUERIA,YAÑEZ Y COLOSIO #145.,CENTRO.,83000,HERMOSILLO,SONORA,26-030-11-0002,11-abr.-02,"PSICOTRÒPICOS (GRUPO II Y III) VACUNAS, TOXOIDES."
"CENTRO DE SALUD URBANO 
LOMAS DE MADRID.",BOTICA,MATAPE Y 12 DE OCTUBRE ESQ.,LOMAS DE MADRID.,83104,HERMOSILLO,SONORA,26-030-10-0025,21-may.-10,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL."
"CENTRO AVANZADO DE ATENCION 
PRIMARIA A LA SALUD.",BOTICA,"GANDARA S/N E/JOSE S. HEALY Y 
MICHOACAN.",BALDERRAMA.,83180,HERMOSILLO,SONORA,26-030-10-0025,20-may.-08,PSICOTRÒPICOS (GRUPO II Y III).
"BOTICA DEL CENTRO DE SALUD 
URBANO 
EMILIANO ZAPATA.",BOTICA,"PERICOS S/N RSQ. 
BLVD. SOLIDARIDAD.",EMILIANO ZAPATA.,83280,HERMOSILLO,SONORA,26-030-10-0034,22-abr.-14,PSICOTRÒPICOS (GRUPO II Y III).
"BOTICA DEL CENTRO DE HIGIENE 
MENTAL ""DR. CARLOS NAVA 
MUÑOZ""",BOTICA,PINO SUAREZ 182 SUR.,CENTRO.,83000,HERMOSILLO,SONORA,26-030-10-0021,05-abr.-04,PSICOTRÒPICOS (GRUPO II Y III).
FARMACIA CENTRAL JUAREZ.,FARMACIA,JUAREZ Y JALISCO #8.,CENTRO.,83000,HERMOSILLO,SONORA,26-030-09-0257,12-sep.-08,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL."
