ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,MUNICIPIO O DELEGACION,ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS (ESTUPEFACIENTES), 
(PSICOTRÓPICOS  II, III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN 
ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS)"
"FARMACIAS BENAVIDES, SUCURSAL EL PASO",FARMACIA,AV. JUAREZ N° 114,CENTRO,32200,JUÁREZ,CHIHUAHUA,08037090236,03/05/2007,HEMODERIVADOS
"FARMACIAS BENAVIDES, SUCURSAL GALGODROMO",FARMACIA,"AV. VICENTE GUERRERO N° 
8715",FRACC. LAS QUINTAS,32401,JUÁREZ,CHIHUAHUA,08037090237,03/05/2007,HEMODERIVADOS
"FARMACIAS BENAVIDES, SUCURSAL HERRERA",FARMACIA,"PLUTARCO ELIAS CALLES N° 
1319",MAGISTERIAL,32350,JUÁREZ,CHIHUAHUA,08037090238,04/05/2007,HEMODERIVADOS
FARMACIA AMANECER SUCURSAL CANAL,FARMACIA,"AV. TEOFILO BORUNDA No. 
1418",CENTRO,31000,CHIHUAHUA,CHIHUAHUA,08019090150,04/05/2007,SUEROS DE ORIGEN ANIMAL
FARMACIA CONSULTORIOS CHRISTUS MUGUERZA,FARMACIA,IGNACIO DE LA LLAVE N° 1421,SANTA RITA,31020,CHIHUAHUA,CHIHUAHUA,08019090151,18/05/2007,HEMODERIVADOS
"""FARMACIAS BENAVIDES"" SUCURSAL CHAMIZAL",FARMACIA,AV. JUÀREZ Nª 852,CENTRO,32000,JUÁREZ,CHIHUAHUA,08037090239,01/06/2007,ANTITOXINAS DE ORIGEN ANIMAL
"""FARMACIAS BENAVIDES""  SUCURSAL JUAREZ 2",FARMACIA,AV. 16 DE SEPTIEMBRE Nª 301,CENTRO,32300,JUÁREZ,CHIHUAHUA,08037090240,01/06/2007,HEMODERIVADOS
"FARMACIAS BENAVIDES, SUCURSAL JUAREZ 3",FARMACIA,AV. RAFAEL VELARDE Nª 290,CENTRO,32300,JUÁREZ,CHIHUAHUA,08037090241,04/06/2007,HEMODERIVADOS
"FARMACIA BENAVIDES, SUCURSAL JUÁREZ 7",FARMACIA,AV.JUÁREZ N° 647 A,CENTRO,32000,JUÁREZ,CHIHUAHUA,08037090242,27/06/2007,HEMODERIVADOS
"FARMACIAS BENAVIDES, SUCURSAL DELICIAS",FARMACIA,CALLE 3a  N° 300,CENTRO,30000,DELICIAS,CHIHUAHUA,08021090025,06/07/2007,HEMODERIVADOS
FARMACIA ELVA,FARMACIA,AV. MIGUEL SIGALA N° 1006,20 ANIVERSARIO,31137,CHIHUAHUA,CHIHUAHUA,08019090152,20/07/2007,HEMODERIVADOS
BOTICA DE LA ENFERMERIA DE SANTA GERTRUDIS,BOTICA,"DOMICILO CONOCIDO CAMPO 
MILITA","SANTA GERTRUDIS, CHIH",33647,SAUCILLO,CHIHUAHUA,08062100001,27/08/2007,TOXOIDES
FARMACIA PACHERA,FARMACIA,SECTOR A6 S/N,PACHERA,31690,GUERRERO,CHIHUAHUA,08031090007,27/08/2007,HEMODERIVADOS
FARMACIA DEL INSTITUTO CHIHUAHUENSE DE SALUD,FARMACIA,AV. UNIVERSIDAD N° 2305,SAN FELIPE,31203,CHIHUAHUA,CHIHUAHUA,08019090153,27/08/2007,ESTUPEFACIENTES
FARMACIA CEROCAHUI,FARMACIA,CALLE SECTOR K5 S/N,CEROCAHUI,31104,URIQUE,CHIHUAHUA,08065090002,31/08/2007,HEMODERIVADOS
BOTICA CENTRAL,FARMACIA,ALLENDE NO. 1600-B,CENTRO,31500,CUAUHTEMOC,CHIHUAHUA,08017090039,04/09/2007,VACUNAS
"FARMACIAS BENAVIDES, SUCURSAL JIMENEZ",FARMACIA,INDEPENDENCIA  N° 600,CENTRO,33981,JIMÉNEZ,CHIHUAHUA,08036090010,20/09/2007,HEMODERIVADOS
"FARMACIAS BENAVIDES, SUCURSAL JUÁREZ",FARMACIA,"AV. HERMANOS ESCOBAR N° 
2898",MARGARITAS,32300,JUÁREZ,CHIHUAHUA,08037090243,10/10/2007,HEMODERIVADOS
"FARMACIAS BENAVIDES, SUCURSAL CASAS GRANDES",FARMACIA,AV. 5 DE MAYO N° 400,CENTRO,31700,NUEVO CASAS GRANDES,CHIHUAHUA,08050090009,10/10/2007,HEMODERIVADOS
"FARMACIAS BENAVIDES, SUCURSAL RIO GRANDE",FARMACIA,"AV. PASEO TRIUNFO DE LA 
REPUBL",MONUMENTAL,32310,JUÁREZ,CHIHUAHUA,08037090244,10/10/2007,HEMODERIVADOS
"FARMACIAS BENAVIDES, SUCURSAL JUÁREZ 5",FARMACIA,AV. AMERICAS N° 105,MARGARITAS,32300,JUÁREZ,CHIHUAHUA,08037090245,10/10/2007,HEMODERIVADOS
"FARMACIA CUAUHTEMOC, SUC. KM. 11",FARMACIA,"KM. 11, CARRETERA ALVARO 
OREGO",CAMPO 22,31510,CUAUHTEMOC,CHIHUAHUA,08017090039,30/10/2007,HEMODERIVADOS
FARMACIA ALIANZA,FARMACIA,"AV. DE LAS INDUSTRIAS  N° 
1510",CHIHUAHUA 2000-94,31136,CHIHUAHUA,CHIHUAHUA,08019090154,22/11/2007,HEMODERIVADOS
"FARMACIAS SOLIS HOSPITALARIAS Y ONCOLOGICAS, S.A. DE 
C.V.",FARMACIA,OJINAGA N° 425,CENTRO,31000,CHIHUAHUA,CHIHUAHUA,08019090155,27/11/2007,PSICOTRÓPICOS
BOTICA CENTRAL,FARMACIA,AV. DE LA RAZA N° 6470,COL. EL FUTURO,32320,JUÁREZ,CHIHUAHUA,08037090246,09/01/2008,HEMODERIVADOS
FARMACIA ANGELES,FARMACIA,ALLENDE S/N,CENTRO,31920,IGNACIO ZARAGOZA,CHIHUAHUA,08034090004,30/01/2008,PSICOTRÓPICOS
"FARMACIA CUAUHTEMOC, S.A. DE C.V. SUC. CLINICA DEL 
CENTRO",FARMACIA,OJINAGA N° 809-A,CENTRO,31000,CHIHUAHUA,CHIHUAHUA,08019090156,11/02/2008,HEMODERIVADOS
SUPERISSSTE,FARMACIA,PERIF. ORTIZ MENA N° 2001,FRACC. LAS AGUILAS,31250,CHIHUAHUA,CHIHUAHUA,08019090157,08/04/2008,PSICOTRÓPICOS
DROGUERIA CHRISTUS MUGUERZA,DROGUERIA,"IGNACIO DE LA LLAVE  N° 
1421",SANTA RITA,31000,CHIHUAHUA,CHIHUAHUA,08019110004,23/04/2008,HEMODERIVADOS
FARMACIAS DEL DR. DESCUENTO,FARMACIA,UNIVERSIDAD N° 2306,ALTAVISTA,31220,CHIHUAHUA,CHIHUAHUA,08019090158,23/04/2008,TOXOIDES
BOTICA CENTRAL,FARMACIA,MORELOS N° 1375,FRACC SAN ANTONIO,31000,CUAUHTEMOC,CHIHUAHUA,08017090045,20/05/2008,HEMODERIVADOS
BOTICA SAN ANTONIO,FARMACIA,3a N° 310,CENTRO,31500,CUAUHTEMOC,CHIHUAHUA,08017090046,20/05/2008,HEMODERIVADOS
FARMACIAS BENAVIDES SUCURSAL LA RAZA,FARMACIA,AV. LA RAZA  N° 655,LOS NOGALES,32350,JUÁREZ,CHIHUAHUA,08037090247,05/06/2008,PSICOTRÓPICOS
FARMACIA LA MUESTRA,FARMACIA,INSURGENTES N° 794,EL BARREAL,32040,JUÁREZ,CHIHUAHUA,08037090248,05/06/2008,PSICOTRÓPICOS
FARMACIA GUERNIKA,FARMACIA,HERMANOS ESCOBAR N° 3213,LA PLAYA,32310,JUÁREZ,CHIHUAHUA,08037090249,05/06/2008,PSICOTRÓPICOS
"FARMACIAS BENAVIDES, SUCURSAL CUAUHTEMOC",FARMACIA,AV. MORELOS N° 500,CENTRO,31500,CUAUHTEMOC,CHIHUAHUA,0801709047,06/06/2008,HEMODERIVADOS
"FARMACIA DEL AHORRO DE CUAUHTEMOC, SUC. RUBIO",FARMACIA,AV. CUAUHTEMOC N° 605,CENTRO,31610,CUAUHTEMOC,CHIHUAHUA,0801709048,06/06/2008,HEMODERIVADOS
WAL MART DE MEXICO FUENTES MARES,FARMACIA,"BLVD. JOSÉ FUENTES MARES  
N° 8",SECTOR RELOJ,31064,CHIHUAHUA,CHIHUAHUA,08019090159,18/06/2008,HEMODERIVADOS
FARMACIA FARMA TEC,FARMACIA,AV. JUÁREZ N° 703,CONSTITUCIÓN,32881,OJINAGA,CHIHUAHUA,08052090009,18/06/2008,PSICOTRÓPICOS
FARMACIA DELICIAS,FARMACIA,AV. RIO SAN PEDRO N° 114,CENTRO,33000,DELICIAS,CHIHUAHUA,08021090026,07/07/2008,PSICOTRÓPICOS
FARMACIA S-MART GALERIAS,FARMACIA,"AV. TECNOLOGICO N° 1770 
LOCAL",FRACC. LAS FUENTES,32500,JUÁREZ,CHIHUAHUA,08037090250,07/07/2008,PSICOTRÓPICOS
FARMACIA LINDA,FARMACIA,"MANUEL J. CLOUTHIER N° 
5816",INF. AMPLIACIÓN AEROPUER,32690,JUÁREZ,CHIHUAHUA,08037090251,15/07/2008,PSICOTRÓPICOS
FARMACIAS BENAVIDES SUCURSAL FRESNO,FARMACIA,FRESNO N°  170,CAMPESTRE JUÁREZ,32640,JUÁREZ,CHIHUAHUA,08037090252,15/07/2008,PSICOTRÓPICOS
CENTRO MEDICO MUNICIPAL,FARMACIA,AV. DEL PARQUE OTE N° 1000,SECTOR ORIENTE,33000,DELICIAS,CHIHUAHUA,08021090027,17/07/2008,PSICOTRÓPICOS
"MODULO DE FARMACIA EN EL INTERIOR DE TIENDA ISSSTE 
065",FARMACIA,AMERICAS  N° 1457,MARGARITAS,06080,JUÁREZ,CHIHUAHUA,08037090253,25/07/2008,PSICOTRÓPICOS
FARMACIA LA  IDEAL,FARMACIA,EJIDO N° 1201,CENTRO,31600,CUAUHTEMOC,CHIHUAHUA,08017090043,12/08/2008,PSICOTRÓPICOS
PENSIONES CIVILES DEL ESTADO DELEGACIÓN CAMARGO,FARMACIA,AV. VICENTE GUERRERO  913,CENTRO,33700,CAMARGO,CHIHUAHUA,08011090007,12/08/2008,PSICOTRÓPICOS
FARMACIA ALDAPE,FARMACIA,OJINAGA N° 418-A,CENTRO,31160,CHIHUAHUA,CHIHUAHUA,08019090160,12/08/2008,PSICOTRÓPICOS
FARMACIA S-MART INDEPENDENCIA,FARMACIA,"INDEPENDENCIA N° 2810 
LOCAL A",LOTE BRAVO,32695,JUÁREZ,CHIHUAHUA,08037090254,13/08/2008,PSICOTRÓPICOS
BOTICA  INTRAHOSPITALARIA ISSSTE,FARMACIA,"FCO. MIRANDA Y  REP. DE 
CUBA",AMERICAS,33860,HIDALGO DEL PARRAL,CHIHUAHUA,08032090023,14/08/2008,PSICOTRÓPICOS
FARMACIA SORIANA SUCURSAL SENDERO JUÁREZ,FARMACIA,"AV. FRANCISCO VILLARREAL 
TORRE",PARTIDO SENECU,32546,JUÁREZ,CHIHUAHUA,08037090255,19/08/2008,PSICOTRÓPICOS
"FARMACIAS BENAVIDES, SUCURSAL PARTIDO IGLESIAS",FARMACIA,"AV. EJERCITO NACIONAL  N° 
711",PARTIDO IGLESIAS,32528,JUÁREZ,CHIHUAHUA,08037090256,19/08/2008,PSICOTRÓPICOS
FARMACIA MAZ X MENOS,FARMACIA,GUILLERMO PRIETO  S/N,CENTRO,31840,JANOS,CHIHUAHUA,08035090002,02/09/2008,PSICOTRÓPICOS
FARMACIA PREMIER,FARMACIA,SOYA N° 138,CENTRO,31824,ASCENSIÓN,CHIHUAHUA,08005090008,19/09/2008,PSICOTRÓPICOS
"FARMACIAS BENAVIDES, SUCURSAL PASEO DEL REAL",FARMACIA,"AV. PASEO DEL REAL  N° 
17115",VILLA DEL REAL,31137,CHIHUAHUA,CHIHUAHUA,08019090161,19/09/2008,HEMODERIVADOS
FARMACIA AEROPUERTO,FARMACIA,AV. AEROPUERTO N° 45,SOLIDARIDAD,33340,MORIS,CHIHUAHUA,08047090001,24/09/2008,PSICOTRÓPICOS
"FARMACIAS BENAVIDES, SUCURSAL CALZADA  DEL RIO",FARMACIA,"AV. ANTONIO J. BERMUDES  
N° 30",QUINTAS ALAMEDA,32400,JUÁREZ,CHIHUAHUA,08019090162,03/10/2008,PSICOTRÓPICOS
BOTICA CENTRAL,FARMACIA,AV. 6a NORTE  N° 713,CENTRO,33000,DELICIAS,CHIHUAHUA,08021090028,03/10/2008,HEMODERIVADOS
"FARMACIAS BENAVIDES, SUCURSAL  CENTENO",FARMACIA,AV. CENTENO N° 8205,GRANJERO,32690,JUÁREZ,CHIHUAHUA,08037090257,20/10/2008,PSICOTRÓPICOS
"FARMACIAS BENAVIDES, SUCURSAL PARQUE CENTRAL",FARMACIA,"AV. PARQUE CENTRAL N° 
1005",JARDINES DE ORIENTE,31384,CHIHUAHUA,CHIHUAHUA,08019090163,22/10/2008,HEMODERIVADOS
FARMACIA ALEMANIA DEL CENTRO,FARMACIA,CALLE 17a N° 1580 L-1,CENTRO,31500,CUAUHTEMOC,CHIHUAHUA,08017090044,29/10/2008,PSICOTRÓPICOS
FARMACIA INDEPENDENCIA,FARMACIA,INDEPENDENCIA N° 207-A,CENTRO,33981,JIMÉNEZ,CHIHUAHUA,08036090011,10/11/2008,PSICOTRÓPICOS
"FARMACIAS BENAVIDES, SUCURSAL TOMAS FERNANDEZ",FARMACIA,"BLVD TOMAS FERNANDEZ N° 
7680",FRACC. LOS PARQUES,32440,JUÁREZ,CHIHUAHUA,08037090258,25/11/2008,PSICOTRÓPICOS
FARMACIA BODEGA AURRERA SANTA ROSALIA DE CAMARGO,FARMACIA,"AV. LIC. BENITO JUÁREZ  N° 
140",CENTRO,02770,CAMARGO,CHIHUAHUA,08011090008,03/12/2008,HEMODERIVADOS
"FLORES Y REGALOS ANGELES, S.A. DE C.V.  (FARMACIA)",FARMACIA,AV. CAMPOS ELISEOS N° 9371,FRACC. CAMPOS ELISEOS,32420,JUÁREZ,CHIHUAHUA,08037090259,04/12/2008,HEMODERIVADOS
"BOTICA INTERIOR STAR MEDICA, S.A. DE C.V.",FARMACIA,"PASEO DE LA VICTORIA N° 
4370",PARTIDO IGLESIAS,32618,JUÁREZ,CHIHUAHUA,08037090260,04/12/2008,PSICOTRÓPICOS
"FARMACIAS BENAVIDES, SUCURSAL TECNOLOGICO DE CD. 
JUAREZ",FARMACIA,AV. TECNOLOGICO N° 3097,DEL MARQUEZ,32610,JUÁREZ,CHIHUAHUA,08037090261,04/12/2008,HEMODERIVADOS
"FARMACIAS BENAVIDES, SUCURSAL TORRES DE UNIVERSIDAD",FARMACIA,AV. DE LAS TORRES N° 3154,RINCONES DE SALVACAR II,32575,JUÁREZ,CHIHUAHUA,08037090262,04/12/2008,PSICOTRÓPICOS
FARMACIA  DU-MAR,FARMACIA,AV. 5 DE FEBRERO N° 1174,CHAVEÑA,32060,JUÁREZ,CHIHUAHUA,08037090263,05/12/2008,PSICOTRÓPICOS
FARMACIA  HIDALGO CIRCUITO,FARMACIA,"AV. CIRCUITO UNIVERSITARIO 
N°",QUINTA SAN SEBASTIAN,31125,CHIHUAHUA,CHIHUAHUA,08019090164,08/12/2008,HEMODERIVADOS
FARMACIA HIDALGO POLITECNICO,FARMACIA,"AV. POLITECNICO NACIONAL 
N° 47",LOMAS LA SALLE,31214,CHIHUAHUA,CHIHUAHUA,08019090165,08/12/2008,HEMODERIVADOS
FARMACIA DE SUPER DESCUENTO GEEO,FARMACIA,INDEPENDENCIA N° 501,EL MOLINO,31964,NAMIQUIPA,CHIHUAHUA,08048090006,15/12/2008,PSICOTRÓPICOS
"FARMACIAS BENAVIDES, SUCURSAL PASEO DE LA 
UNIVERSIDAD",FARMACIA,"CIRCUITO UNIVERSITARIO  N° 
210",LOS CAFETALES,31125,CHIHUAHUA,CHIHUAHUA,08019090166,18/12/2008,HEMODERIVADOS
BOTICA CENTRAL,FARMACIA,"AV. MIRADOR  N° 4915 LOCAL 
1",RESIDENCIAL CAMPESTRE,31213,CHIHUAHUA,CHIHUAHUA,08019090167,07/01/2009,HEMODERIVADOS
"FARMACIAS BENAVIDES, SUC. LUCERO",FARMACIA,LUCERO N° 9009,PRADERAS DE LA SIERRA,32610,JUÁREZ,CHIHUAHUA,08037090264,07/01/2009,PSICOTRÓPICOS
"FARMACIAS BENAVIDES, SUC. RIBERA LERMA",FARMACIA,RIBERA DEL BRAVO N° 1660,RIBERAS DEL BRAVO ETAPA,32400,JUÁREZ,CHIHUAHUA,08037090265,07/01/2009,PSICOTRÓPICOS
FARMACIA BODEGA AURRERA NUEVO CASAS GRANDES,FARMACIA,5 DE MAYO  N° 1209,CENTRO,31700,NUEVO CASAS GRANDES,CHIHUAHUA,08050090010,21/01/2009,SUEROS DE ORIGEN ANIMAL
FARMACIA SMART LOS NOGALES,FARMACIA,AV. LOS NOGALES N° 3300,SERGIO DE LAS TORRES,31136,CHIHUAHUA,CHIHUAHUA,08019090168,30/01/2009,SUEROS DE ORIGEN ANIMAL
"FARMACIA DE BODEGA AURRERA, JOSE MARIANO JIMENEZ",FARMACIA,AV. JUAREZ  N° 800,CENTRO,33980,JIMÉNEZ,CHIHUAHUA,08036090012,03/02/2009,HEMODERIVADOS
FARMACIA BODEGA AURRERA INDEPENDENCIA SUR,FARMACIA,"BOULEVARD INDEPENDENCIA  
N° 29",PARAJES DEL SUR,32575,JUÁREZ,CHIHUAHUA,08037090266,09/02/2009,HEMODERIVADOS
"FARMACIAS PROVEE DE ESPECIALIDADES, S.A. DE C.V.",FARMACIA,OJINAGA N° 1210,CENTRO,31000,CHIHUAHUA,CHIHUAHUA,08019090169,18/02/2009,HEMODERIVADOS
"FARMACIAS PROVEE DE ESPECIALIDADES, S.A. DE C.V.",FARMACIA,OJINAGA N° 425,COL. CENTRO,31000,CHIHUAHUA,CHIHUAHUA,08019090170,18/02/2009,HEMODERIVADOS
"FARMACIAS BENAVIDES, YEPOMERA",FARMACIA,SANTIAGO BLANCAS N° 9120,FRACC. ROMA,32587,JUÁREZ,CHIHUAHUA,08037090267,18/02/2009,PSICOTRÓPICOS
FARMACIA INTERIOR DE LA UNIDAD,FARMACIA,BLVD. INDEPENDENCIA N° 841,ZARAGOZA,32570,JUÁREZ,CHIHUAHUA,08037090268,24/02/2009,TOXOIDES
FARMACIA ALIANZA,FARMACIA,RIO SENA N° 1100,ALFREDO CHAVEZ,31410,CHIHUAHUA,CHIHUAHUA,08019090171,22/05/2009,HEMODERIVADOS
"FARMACIA DIR. DE EJECUCIÓN DE PENAS Y MEDIDAS DE 
SEGURIDAD",FARMACIA,"AV. UNIVERSIDAD N° 1108 
PRIMER",SANTO NIÑO,31350,CHIHUAHUA,CHIHUAHUA,08019090172,10/06/2009,HEMODERIVADOS
FARMACIA WAL MART SUPERCENTER PLAZA  MONUMENTAL,FARMACIA,"PASEO DEL TRIUNFO DE LA 
REPUBL",BUROCRATA 2A SECCIÓN,32340,JUÁREZ,CHIHUAHUA,08037090345,18/06/2009,HEMODERIVADOS
FARMACIA DEL PARQUE,FARMACIA,RAFAEL VELARDE N° 1400,OBRERA,32050,JUÁREZ,CHIHUAHUA,08037090269,19/06/2009,PSICOTRÓPICOS
FARMACIA ANA  IVETTE,FARMACIA,"DAVID HERRERA JORDAN N° 
198",ZONA CENTRO,32000,JUÁREZ,CHIHUAHUA,08037090270,10/07/2009,PSICOTRÓPICOS
"FARMACIA DEL AHORRO DE CUAUHTEMOC, SUC. KM. 27",FARMACIA,CAMPO 8 1/2 N° 28,"CAMPO 8 1/2, ALVARO OBRE",31610,CUAUHTEMOC,CHIHUAHUA,08017090045,10/07/2009,HEMODERIVADOS
FARMACIA DEL PUEBLO,FARMACIA,RAMON RAYON N° 397,ZARAGOZA,32550,JUÁREZ,CHIHUAHUA,08037090311,29/07/2009,PSICOTRÓPICOS
"FARMACIA AMAYA COMERCIAL, S.A. DE C.V.",FARMACIA,AV. ORTIZ MENA S/N,AMERICAS,33860,HIDALGO DEL PARRAL,CHIHUAHUA,08032090024,13/08/2009,HEMODERIVADOS
FARMACIA C.H. ISSSTE CUAUHTEMOC,FARMACIA,NOGALES N° 4050,BUROCRATA,31560,CUAUHTEMOC,CHIHUAHUA,08017090045,24/08/2009,PSICOTRÓPICOS
FARMACIA DELICIAS,FARMACIA,AV. SOLIDARIDAD N° 100-A,INF. LOS NOGALES,33017,DELICIAS,CHIHUAHUA,08021090029,25/08/2009,VACUNAS
DIS-FAR-H,FARMACIA,JOSÉ ELIGIO MUÑOZ N° 2118,SANTO NIÑO,31200,CHIHUAHUA,CHIHUAHUA,08019090173,09/09/2009,HEMODERIVADOS
"COSTCO DE MEXICO, S.A. DE C.V.",FARMACIA,"RANCHO AGUA CALIENTE 
N°6911",PRADERA DORADA,32610,JUÁREZ,CHIHUAHUA,08037090272,30/09/2009,PSICOTRÓPICOS
BOTICA INTRAHOSPITALARIA DEL CENTRO DE SALUD MENTAL,FARMACIA,AV. ZOOTECNIA N° 13201,ZOOTECNIA,31453,CHIHUAHUA,CHIHUAHUA,08019090174,08/10/2009,ANTITOXINAS DE ORIGEN ANIMAL
SAM´S SUC. HOMERO,FARMACIA,AV.HOMERO N° 200,REAL UNIVERSIDAD,31125,CHIHUAHUA,CHIHUAHUA,08019090175,26/10/2009,HEMODERIVADOS
"OPERADORA DE HOSPITALES ANGELES, S.A. DE C.V.",FARMACIA,CAMPOS ELISEOS N° 9371 PB,CAMPOS ELISEOS,32472,JUÁREZ,CHIHUAHUA,08037090273,12/11/2009,PSICOTRÓPICOS
"FARMACIAS ESPECIALIZADAS, SUCURSAL SENECU",FARMACIA,"ANTONIO J. BERMUDEZ N° 
8770, L",ALAMOS DE SENECU,32472,JUÁREZ,CHIHUAHUA,08037090274,23/11/2009,ESTUPEFACIENTES
BOTICA INTERIOR HOSPITAL GENERAL REGIONAL N° 66,BOTICA,RAMON RAYON N° 951,PASEO DE LAS TORRES,32170,JUÁREZ,CHIHUAHUA,08037100025,02/12/2009,PSICOTRÓPICOS
BOTICA CENTRAL,FARMACIA,"BAHIA DE SAN QUINTIN N° 
9115","RINCONADA DE LA SIERRA,",31124,CHIHUAHUA,CHIHUAHUA,08019090176,17/12/2009,HEMODERIVADOS
FARMACIA  BODEGA AURRERA CIUDAD JUAREZ JILOTEPEC,FARMACIA,AV. JILOTEPEC N° 10110,INFONAVIT AMPLIACIÓN AER,32698,JUÁREZ,CHIHUAHUA,08037090275,22/01/2010,HEMODERIVADOS
FARMACIA MEDDYCA,FARMACIA,ROSALES N° 3505,OBRERA,31350,CHIHUAHUA,CHIHUAHUA,08019090177,22/02/2010,SUEROS DE ORIGEN ANIMAL
FARMACIA S-MART CHAVEÑA,FARMACIA,AV. INSURGENTES N° 52,PARTIDO LERDO,32030,JUÁREZ,CHIHUAHUA,08037090276,02/03/2010,PSICOTRÓPICOS
FARMACIA WAL MART SUPERCENTER CIUDAD CUAUHTEMOC,FARMACIA,"BOULEVARD JORGE DE LA 
CRUZ CAS",LAS HUERTAS,31555,CUAUHTEMOC,CHIHUAHUA,08017090047,02/03/2010,HEMODERIVADOS
BOTICA CENTRAL,FARMACIA,"BLVD FUENTES MARES N° 
8800-1",MARMOL,31065,CHIHUAHUA,CHIHUAHUA,08019090178,02/03/2010,HEMODERIVADOS
"FARMACIA WAL MART SUPERCENTER, AV. ZARAGOZA",FARMACIA,BLVD. ZARAGOZA N° 6008,PARQUE INDUSTIAL ZARAGOZ,32685,JUÁREZ,CHIHUAHUA,08037090277,09/04/2010,HEMODERIVADOS
FARMACIA BODEGA AURRERA PUERTO DE PALOS,FARMACIA,PUERTO DE PALOS N° 1850,LOS BRAVOS,32575,JUÁREZ,CHIHUAHUA,08037090278,16/04/2010,HEMODERIVADOS
FARMAS CENTRO,FARMACIA,AV. 16 DE SEPTIEMBRE N° 400,INFO. MIL CUMBRES,32000,JUÁREZ,CHIHUAHUA,08037090279,06/05/2010,PSICOTRÓPICOS
FARMACIA GALY 1,FARMACIA,AV. LERDO 791-B NTE,CENTRO,32010,JUÁREZ,CHIHUAHUA,08037090280,20/05/2010,PSICOTRÓPICOS
CENTRO INTEGRAL DE SALUD MENTAL,BOTICA,"PERIF. R. ALMADA Y NUEVA 
ESPAÑ",VILLA JUAREZ,31090,CHIHUAHUA,CHIHUAHUA,08019100010,03/06/2010,TOXOIDES
FARMACIA DEL PARQUE,FARMACIA,RAFAEL VELARDE  N° 1400,OBRERA,32050,JUÁREZ,CHIHUAHUA,08037090281,03/06/2010,PSICOTRÓPICOS
NUEVA WAL MART SUPERCENTER TORRES DEL SUR,FARMACIA,AV DE LAS TORRES  N° 1571,PARQUE INDUSTRIAL INTERM,32470,JUÁREZ,CHIHUAHUA,08037090282,21/06/2010,HEMODERIVADOS
FARMACIA SAN JUAN,FARMACIA,AV.  JUÁREZ N° 500-B,CENTRO,31890,BUENAVENTURA,CHIHUAHUA,08010090010,01/07/2010,PSICOTRÓPICOS
FARMACIA PRO-VIDA,FARMACIA,"KM. 14 CARR. JUÁREZ N° 
17500",NIÑOS HEROES,31130,CHIHUAHUA,CHIHUAHUA,08019090179,02/07/2010,HEMODERIVADOS
FARMACIA ERICK II,FARMACIA,LA PAZ  N° 93,CENTRO,32000,JUÁREZ,CHIHUAHUA,08037090283,08/07/2010,PSICOTRÓPICOS
"FARMACIA CUAUHTEMOC, S.A. DE C.V.  SUC. AMERICAS",FARMACIA,"CALZ AMERICAS Y CAMPO 
ALEGRE",FRACC. CAMPO ALEGRE,31530,CUAUHTEMOC,CHIHUAHUA,08017090046,08/07/2010,PSICOTRÓPICOS
CLINICA CUMBRES,FARMACIA,HAC. DEL VALLE N° 7506,PREDIO LA CANTERA,31216,CHIHUAHUA,CHIHUAHUA,08019090180,15/07/2010,PSICOTRÓPICOS
BOTICA SAN ANTONIO,FARMACIA,3a N° 172,CENTRO,31500,CUAUHTEMOC,CHIHUAHUA,08017090049,15/07/2010,PSICOTRÓPICOS
BOTICA CENTRAL,FARMACIA,"AV. DE LAS AMERICAS N° 1004-
A",PANAMERICANA,31210,CHIHUAHUA,CHIHUAHUA,08019090211,03/08/2010,HEMODERIVADOS
CLINICA DE MEDICINA FAMILIAR CHIHUAHUA,FARMACIA,AHUEHUETE N° 505,ANGEL TRIAS,31203,CHIHUAHUA,CHIHUAHUA,08019090182,17/08/2010,HEMODERIVADOS
"FARMACIAS BENAVIDES, S.A.B. DE C.V.  SUC. UNIV. DE  
OXFORD",FARMACIA,"UNIVERSIDAD DE OXFORD N° 
3610",LOMAS DE LA UNIVERSIDAD,31123,CHIHUAHUA,CHIHUAHUA,08019090183,27/08/2010,HEMODERIVADOS
"MUNDO DE VACUNAS, S.A. DE C.V.",FARMACIA,"POLITECNICO NACIONAL Nª 
4718-5",QUINTAS DEL SOL,31214,CHIHUAHUA,CHIHUAHUA,08019090184,13/09/2010,HEMODERIVADOS
"MINNE, S.A  DE C.V.     FARMAHORRO",FARMACIA,"ANTONIO J. BERMUDES N° 
1150-L1",PARQUE INDUSTRIAL ANTONI,32455,JUÁREZ,CHIHUAHUA,08037090284,30/09/2010,PSICOTRÓPICOS
FARMACIA EL TRIUNFO,FARMACIA,2 DE ABRIL N° 201,CENTRO,31700,NUEVO CASAS GRANDES,CHIHUAHUA,08050090011,01/10/2010,PSICOTRÓPICOS
CLINICA DE MEDICINA FAMILIAR DEL ISSSTE,FARMACIA,12a SUR N°902,FRACC. LOS ANGELES,31203,DELICIAS,CHIHUAHUA,,21/10/2010,HEMODERIVADOS
