ESTABLECIMIENTO,"GIRO 
(FARMACIA 
BOTICA, 
DROGUERIA)",CALLE Y NO.,COLONIA,"CODIGO     
POSTAL",MUNICIPIO,ENTIDAD,NO. LICENCIA,"FECHA 
EXPEDICION","LINEAS DE COMERCIALIZACION AUTORIZADAS (ESTUPEFACIENTES), 
(PSICOTRÓPICOS II, III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS)"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,AVE. DIAGONAL CUAUHTEMOC NO.  61,ZONA CENTRO,87300,MATAMOROS,TAMAULIPAS,28022090185,04/11/08,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA GUADALAJARA,FARMACIA,AVE. PEDRO CARDENAS # 3991 E/A. GLZ. Y E. PIÐA,INFONAVIT,87300,MATAMOROS,TAMAULIPAS,28022090186,04/11/08,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA GUADALAJARA,FARMACIA,AVE. SEXTA # 1201 E/BILBAO Y NAFARRETE,EUZKADI,87370,MATAMOROS,TAMAULIPAS,28022090187,04/11/08,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA GUADALAJARA,FARMACIA,PRIMERA N. 48 E/L. CABALLERO Y LIBERTAD,LUCERO,87350,MATAMOROS,TAMAULIPAS,28022090197,08/02/11,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA GUADALAJARA,FARMACIA,PRIMERA N. 1412 E/NICOLAS BRAVO Y MATAMOROS,CENTRO,87300,MATAMOROS,TAMAULIPAS,28022090198,08/02/11,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA GUADALAJARA,FARMACIA,AVE. PUERTO RICO N. 2 E/V. GARZA Y MATAMOROS,LA PLAZA,87390,MATAMOROS,TAMAULIPAS,28022090200,09/02/11,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA GUADALAJARA,FARMACIA,AVE. CARLOS ZALAZAR N. 138 E/ZACATECAS Y TRAB,VICTORIA,87390,MATAMOROS,TAMAULIPAS,28022090202,21/02/11,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA GUADALAJARA,FARMACIA,CASA BLANCA N. 197 E/DUQUE D PASTRANA Y MARQU,FRACC. QUINTA REAL,87345,MATAMOROS,TAMAULIPAS,28022090203,21/02/11,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA GUADALAJARA S.A. DE C.V.,FARMACIA,AVE. LONGORIA # 29 E/OAXACA Y SERGIO M. C.,VICTORIA SECC. FIEST,87390,MATAMOROS,TAMAULIPAS,28022090188,11/05/09,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA GUADALAJARA S.A. DE C.V.,FARMACIA,AV. 12 DE MARZO NO. 125 ENTRE PASEO DE LA CASTELLANA Y S/R,FRACC. QUINTA REAL,87345,MATAMOROS,TAMAULIPAS,28022090204,03/03/11,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA GUADALAJARA S.A. DE C.V.,FARMACIA,AV. MARTE R. GOMEZ NO. 184 ESQ. CON LOS SOLES,FRACC. ESTANCIAS RESIDENCIAL,87398,MATAMOROS,TAMAULIPAS,28022090224,09/07/14,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA GUADALAJARA S.A. DE C.V.,FARMACIA,AV. LAURO VILLAR NO. 223 ENTRE PRIV. SERNA Y JOSE ARRESE,COL. MODELO,87368,MATAMOROS,TAMAULIPAS,28022090227,09/07/14,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA GUADALAJARA S.A. DE C.V.,FARMACIA,AV. CONTITUYENTES NO. 66 ESQ. CON LAS PALMAS,FRACC. RESIDENCIAL DEL VALLE,87415,MATAMOROS,TAMAULIPAS,28022090233,20/04/15,PSICOTROPICOS
FARMACIA GUADALAJARA S.A. DE C.V.,FARMACIA,AVENIDA ACCION CIVICA NO. 145,COL. LAS PALMAS,87420,MATAMOROS,TAMAULIPAS,28022090247,08/11/17,PSICOTROPICOS
FARMACIA GUADALAJARA S.A. DE C.V.,FARMACIA,AVENIDA LAS BRISAS NO. 25,FRACC. LAS BRISAS,87313,MATAMOROS,TAMAULIPAS,28022090250,18/06/18,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA GARCIA'S,FARMACIA,AVENIDA ALVARO OBREGON # 82,JARDIN,87330,MATAMOROS,TAMAULIPAS,28022090015,04/04/02,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA GARCIA'S,FARMACIA,NUEVE Y MATAMOROS # 1308,CENTRO,87300,MATAMOROS,TAMAULIPAS,28022090076,04/04/05,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA GUADALUPE,FARMACIA,CALLE SEXTA NO. 72 ENTRE CALLE RAYON Y CALLE VICTORIA,ZONA CENTRO,87300,MATAMOROS,TAMAULIPAS,28022090254,29/01/19,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
"FARMACIA HOSPITAL GENERAL DR. ALFREDO
PUMAREJO",FARMACIA,CANALES Y R.F. GARCIA # 800,UNIDAD HOGAR,87360,MATAMOROS,TAMAULIPAS,28022090036,21/01/03,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
"FARMACIA HOSPITAL GENERAL DR. ALFREDO
PUMAREJO",FARMACIA,AVENIDA CANALES N°800,COLONIA UNIDAD HOGAR,87360,MATAMOROS,TAMAULIPAS,28022090245,05/09/17,"ESTUPEFACIENTES, PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS, ANTITOXINAS HEMODERIVADOS"
"FARMACIAHOSPITALSANCHARBELSDER.L.DE
C.V.",FARMACIA,LUIS PASTEUR S/N,DOCTORES,87440,MATAMOROS,TAMAULIPAS,28022090141,24/08/07,ESTUPEFACIENTES Y PSICOTROPICOS
FARMACIA HOSPITAL NAVAL DE MATAMOROS,FARMACIA,CARR. MATAMOROS-CD. VICTORIA KM. 17.5,EKIDO LA TIJERITA,87560,MATAMOROS,TAMAULIPAS,28022090223,12/05/14,ESTUPEFACIENTES Y PSICOTROPICOS
FARMACIA IMSS H. MATAMOROS,FARMACIA,AV. 12 DE MARZO NO. 800 ENTRE SANTA LUCIA Y DEL PUENTE,FRACC. HACIENDA DEL PUENTE,87344,MATAMOROS,TAMAULIPAS,28022090217,12/10/12,PSICOTROPICOS
FARMACIA ISSSTE FARMACIA,FARMACIA,AVE. CANALES Y NEPTUNO # 1012,ALIANZA,87410,MATAMOROS,TAMAULIPAS,28022090201,14/02/11,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA I.S.S.S.T.E.,FARMACIA,CANALES Y JOSE ARRESE ESQ. S/N,LAZARO CARDENAS,87360,MATAMOROS,TAMAULIPAS,28022090193,27/04/10,ESTUPEFACIENTES Y PSICOTROPICOS
FARMACIA LA PAZ,FARMACIA,AV. CANALES NO. 1002 INT. A,COL. MODELO,87300,MATAMOROS,TAMAULIPAS,28022090232,27/01/15,ESTUPEFACIENTES Y PSICOTROPICOS
FARMACIA LIGHT,FARMACIA,VICTORIA # 210,CENTRO,87300,MATAMOROS,TAMAULIPAS,28022090079,08/06/05,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
"FARMACIA LUANFA, S.C.",FARMACIA,INDEPENDENCIA # 803,CENTRO,87300,MATAMOROS,TAMAULIPAS,28022090086,21/12/05,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA MADERO,FARMACIA,"CANALES NO. 40,",MODELO,87368,MATAMOROS,TAMAULIPAS,28022090213,20/03/12,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA MARIJOSE,FARMACIA,AVE. AGAPITO  Y GONZALEZ # 90-A,AMADO NERVO,87396,MATAMOROS,TAMAULIPAS,28022090113,04/12/06,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA MIA,FARMACIA,CARRETERA MATAMOROS-REYNOSA,EJIDO LA BARRANCA,87551,MATAMOROS,TAMAULIPAS,28022090229,09/12/14,PSICOTROPICOS
FARMACIA MUNDO RENAL,FARMACIA,"CALLE 2 ""A"" No. 59 ENTRE CALLE MORELOS ESQUINA",ZONA CENTRO,87300,MATAMOROS,TAMAULIPAS,28022090256,22/07/19,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA PATTY,FARMACIA,MARGARITA # 6 E/1ra. Y LIRIOS,JARDIN,87330,MATAMOROS,TAMAULIPAS,28022090050,23/10/03,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA PLAZA PANAMA,FARMACIA,CALL 5A. Y CANALES # 500,CENTRO,87300,MATAMOROS,TAMAULIPAS,28022090042,15/05/03,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA RIVERA DEL RIO,FARMACIA,CUARTA # 1502 E/BRAVO Y BUSTAMANE,CENTRO,87300,MATAMOROS,TAMAULIPAS,28022090031,21/08/02,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA REGIS CENTRO,FARMACIA,10 ABASOLO Y MATAMOROS # 1303,CENTRO,87300,MATAMOROS,TAMAULIPAS,28022090177,07/07/08,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA SALAZAR Y CORTEZ,FARMACIA,6TA. # 512-B E/TERAN Y ZARAGOZA,CENTRO,87300,MATAMOROS,TAMAULIPAS,28022090002,16/01/02,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA SAM'S CLUB MATAMOROS,FARMACIA,AVE. PEDRO CARDENAS NO. 4995,COL. AMADO NERVO,87396,MATAMOROS,TAMAULIPAS,28022090106,12/09/06,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA SAN GABRIEL,FARMACIA,CALLE 1ERA. Y MORELOS NO. 125-A,ZONA CENTRO,87300,MATAMOROS,TAMAULIPAS,28022090248,23/11/17,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA SAN JUAN,FARMACIA,ROBERTO F. GARCIA 1A. C/FSTSE,LAZARO CARDENAS,87360,MATAMOROS,TAMAULIPAS,28022090087,06/01/06,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA SAN JUDAS TADEO,FARMACIA,VICTORIA NO. 93 LOCAL 7 ESQ. CON QUINTA,ZONA CENTRO,87300,MATAMOROS,TAMAULIPAS,28022090231,27/01/15,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA SAN JUDAS TADEO,FARMACIA,"DIAGONALCUAUHTEMOCNO.400INTERIOR""C""ENTRECALLE12Y
CALLE 14",SAN FRANCISCO,87350,MATAMOROS,TAMAULIPAS,28022090244,21/01/19,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA SAN JUDAS TADEO,FARMACIA,"CALLEACAPULCON°78INTERIOR""C""ENTREAVENIDALONGORIAY
ESQUINA","FRACCIONAMIENTO VICTORIA SECCION
FIESTA",87390,MATAMOROS,TAMAULIPAS,28022090255,13/03/19,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA SAN MIGUEL,FARMACIA,CANALES NO. 2 ENTRE ROBERTO F. GARCIA Y ESQUINA,COL. ALIANZA,87410,MATAMOROS,TAMAULIPAS,28022090208,22/11/11,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA SAN MIGUEL,FARMACIA,RUIZ CORTINEZ # 6 E/UNES Y STA. APOLONIA,SANTA ELENA,87454,MATAMOROS,TAMAULIPAS,28022090189,10/08/09,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA SANTA TERESITA,FARMACIA,LOS ALAMOS NO. 60-A CON JOSE MARIA MORELOS,PEDRO MORENO,87385,MATAMOROS,TAMAULIPAS,28022090236,06/04/16,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA SINAI,FARMACIA,SEXTA Y HERRERA NO. 208,ZONA CENTRO,87300,MATAMOROS,TAMAULIPAS,28022090100,11/03/06,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA SMART CONSTITUYENTES,FARMACIA,AVE. CONSTITUYENTES S/N,QUINTA REAL,87345,MATAMOROS,TAMAULIPAS,28022090164,18/11/07,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA SMART EL NIÑO,FARMACIA,AV. EL NIÑO NO. 1201 ENTRE IGNACIO ZARAGOZA Y VOLUNTAD,COL. SAN FERNANDO,87456,MATAMOROS,TAMAULIPAS,28022090228,04/12/14,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA SORIANA,FARMACIA,AVE. LAURO VILLAR # 1203,LAS ARBOLEDAS,87448,MATAMOROS,TAMAULIPAS,28022090157,24/09/07,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA SORIANA SUC. LAGUNETA,FARMACIA,PROL. GONZALEZ # 2035,PARQUE INDUSTRIAL,87319,MATAMOROS,TAMAULIPAS,28022090001,16/01/02,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
"FARMACIA SUPERMERCADOS INTERNACIONALES
HEB",FARMACIA,LAURO VILLAR NO. 1220 ENTRE FIDENCIO TREJO E INGENIEROS,COL. TREVIÑO ZAPATA,87450,MATAMOROS,TAMAULIPAS,28022090220,25/07/13,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
"FARMACIASUPERMERCADOSINTERNACIONALES
HEB",FARMACIA,PEDRO CARDENAS # 1901,FRACC. VICTORIA,87390,MATAMOROS,TAMAULIPAS,28022090029,07/08/02,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA TIENDAS CHEDRAUI S.A. DE C.V.,FARMACIA,AVE. SEXTA # 200,INDUSTRIAL,87319,MATAMOROS,TAMAULIPAS,28022090138,08/06/07,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA TIENDAS SORIANA S.A. DE C.V.,FARMACIA,AVE. CONSTITUYENTES # 300 INT. 1,HACIENDA QUINTA REAL,87345,MATAMOROS,TAMAULIPAS,28022090140,17/07/07,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA TIENDAS SORIANA FARMACIA SORIANA,FARMACIA,PRIMERA Y CANALES S/N,LUCERO,87350,MATAMOROS,TAMAULIPAS,28022090180,23/07/08,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA TIENDAS SORIANA FARMACIA SORIANA,FARMACIA,AVE. LAURO VILLAR KM.2,LAS PALMAS,87420,MATAMOROS,TAMAULIPAS,28022090181,23/07/08,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA UNIDAD DE MEDICINA FAMILIAR # 36,FARMACIA,AVE. LAURO VILLAR Y FIDENCIO TREJO #  1229,GUILLERMO GUAJARDO,87447,MATAMOROS,TAMAULIPAS,28022090221,07/08/13,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA UNIDAD DE MEDICINA FAMILIAR N. 79,FARMACIA,6TA. ENTRE OCAMPO  Y MINA NO.  800,ZONA CENTRO,87300,MATAMOROS,TAMAULIPAS,28022090195,18/05/10,"ESTUPEFACIENTES, PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGENA NIMAL, ANTITOXINAS Y HEMODERIVADOS"
ESTABLECIMIENTO,"GIRO 
(FARMACIA 
BOTICA, 
DROGUERIA)",CALLE Y NO.,COLONIA,"CODIGO     
POSTAL",MUNICIPIO,ENTIDAD,NO. LICENCIA,"FECHA 
EXPEDICION","LINEAS DE COMERCIALIZACION AUTORIZADAS (ESTUPEFACIENTES), 
(PSICOTRÓPICOS II, III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS)"
FARMACIA VEGA JARDIN,FARMACIA,AVE. DE LAS ROSAS # 200 E/ORQUIDEAS Y TAM.,JARDIN,87330,MATAMOROS,TAMAULIPAS,28022090176,07/07/08,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA WAL MART SUPER CENTER,FARMACIA,BLVD. MANUEL CAVAZOS LERMA # 85,PASEO RESIDENCIAL,87380,MATAMOROS,TAMAULIPAS,28022090158,24/09/07,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
SUPERFARMACIA LA PARDAVE-PUMAREJO,FARMACIA,"CALLELUISCABALLERONO.90AENTRECALLEDURANGOY
ESQUINA",COLONIA UNIDAD HOGAR,87360,MATAMOROS,TAMAULIPAS,28022090257,08/10/19,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA ALBA,FARMACIA,ALDAMA # 800 ESQ. CON J.B. CHAPA,CENTRO,88500,REYNOSA,TAMAULIPAS,28032090204,16/04/10,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA ALBA,FARMACIA,MIGUEL BARRAGAN # 216,ARBOLEDA OLMO,88796,REYNOSA,TAMAULIPAS,28032090146,13/09/07,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA AHORRA MAS SUC. MADERO,FARMACIA,"FRANCISCOI.MADERONO.1296ENTREPASCUALORTIZRUBIOY
PRIVADA SUR",COL. DEL PRADO,88560,REYNOSA,TAMAULIPAS,28032090297,05/11/18,PSICOTROPICOS
FARMACIA AHORRA MAS,FARMACIA,HEORN RAMIREZ NO. 100 ENTRE SALTILLO Y AGUASCALIENTES,COL. RODRIGUEZ,88630,REYNOSA,TAMAULIPAS,28032090272,09/11/15,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIAS BENAVIDES SUC. ANIVERSARIO,FARMACIA,ENRIQUE CANSECO # 2 C/CARR. A SAN FERNANDO,PEDRO J. MENDEZ,88799,REYNOSA,TAMAULIPAS,28032090134,17/05/07,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIAS BENAVIDES SUC. AZTLAN,FARMACIA,ONCE C/AVE. LAS FUENTES # 99,LAS FUENTES,88740,REYNOSA,TAMAULIPAS,28032090132,17/05/07,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIAS BENAVIDES SUC. BALCONES ALCALA,FARMACIA,BLVD. ALCALA NO. 954,FRACC. BALCONES DE ALCALA,88799,REYNOSA,TAMAULIPAS,28032090190,13/07/09,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA BENAVIDES SUC. CIRUELOS,FARMACIA,AV. CIRUELOS ESQ. ENTRE NARANJOS Y LIB. MONTERREY,COL. FRACC. JARACHINA IV,88560,REYNOSA,TAMAULIPAS,28032090183,02/12/08,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIAS BENAVIDES SUC. DE LOS ROBLES,FARMACIA,AVE. DE LOS ROBLES  ESQ. AV. JACARANDAS,VILLA FLORIDA,88715,REYNOSA,TAMAULIPAS,28032090149,23/10/07,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIAS BENAVIDES S.A. DE C.V. SUC. FERIA,FARMACIA,BOULEVARD DEL MAESTRO N°120 ESQUINA CALLE LEIAS PIÑA,COLONIA LAS FUENTES,88710,REYNOSA,TAMAULIPAS,28032090300,12/04/19,PSICOTROPICOS
"FARMACIABENAVIDESS.A.B.DEC.V./SUCURSAL
FUENTE DE DIANA",FARMACIA,"CALLEFUENTEDEDIANAN°363ESQUINABOULEVARDDEL
MAESTRO",COLONIA LAS FUENTES SECCION AZTLAN,88719,REYNOSA,TAMAULIPAS,28032090303,27/06/19,PSICOTROPICOS
FARMACIAS BENAVIDES SUC. FRACC. REYNOSA,FARMACIA,AVE. 20 DE NOVIEMBRE S/N,FRACC. REYNOSA,88784,REYNOSA,TAMAULIPAS,28032090135,17/05/07,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
"FARMACIASBENAVIDESSUC.HEROESDELA
REFORMA",FARMACIA,MARGARITA MAZA DE JUAREZ # 106,BENITO JUAREZ,88790,REYNOSA,TAMAULIPAS,28032090136,17/05/07,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIAS BENAVIDES SUC. HERON RAMIREZ,FARMACIA,HERON RAMIREZ S/N,RODRIGUEZ,88653,REYNOSA,TAMAULIPAS,28032090137,17/05/07,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIAS BENAVIDES  SUC. LAS FUENTES,FARMACIA,BLVD. LAS FUENTES # 901,LAS FUENTES SEC. LOM,88740,REYNOSA,TAMAULIPAS,28032090116,20/03/07,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA BENAVIDES SUC. JARDINES COLONIALES,FARMACIA,BLVD. HIDALGO NO. 108 ENTRE CEDRO Y SAN JORGE,FUENTES DEL VALLE,88746,REYNOSA,TAMAULIPAS,28032090176,06/10/08,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIAS BENAVIDES SUC. MATRIZ,FARMACIA,HIDALGO S/N,CENTRO,88500,REYNOSA,TAMAULIPAS,28032090139,17/05/07,"ESTUPEFACIENTES, PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS, ANTITOXINAS HEMODERIVADOS"
FARMACIAS BENAVIDES SUC. MIL CUMBRES,FARMACIA,AVE. MIL CUMBRES S/N,CUMBRES,88740,REYNOSA,TAMAULIPAS,28032090129,17/05/07,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIAS BENAVIDES SUC. ORBE,FARMACIA,BLVD. HIDALGO  #  1070,DEL VALLE,88746,REYNOSA,TAMAULIPAS,28032090126,17/05/07,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIAS BENAVIDES SUC. PETROLEOS,FARMACIA,BLVD. POZA RICA # 1302,PETROLERA,88680,REYNOSA,TAMAULIPAS,28032090131,17/05/07,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIAS BENAVIDES SUC. PLAZA DEL RIO,FARMACIA,BLVD. AMERICO VILLARREAL GUERRA L-16,AMPLIACION EL ANHELO,88760,REYNOSA,TAMAULIPAS,28032090142,17/05/07,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA BENAVIDES SUC. PLAZA PERIFERICO,FARMACIA,CARR. REYNOSA-MONTERREY # 1000,REAL DE JARACHINA,88736,REYNOSA,TAMAULIPAS,28032090130,17/05/07,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIAS BENAVIDES SUC. PLAZA REYNOSA,FARMACIA,MORELOS S/N,CENTRO,88500,REYNOSA,TAMAULIPAS,28032090140,17/05/07,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIAS BENAVIDES SUC. PRADO SUR,FARMACIA,PASCUAL ORTIZ RUBIO # 531,DEL PRADO,88560,REYNOSA,TAMAULIPAS,28032090133,17/05/07,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIAS BENAVIDES SUC. PRAXEDIS,FARMACIA,BLVD. HIDALGO ESQUINA ENTRE PRAXEDIS BALBOA,COL. SIMON RODRIGUEZ,88670,REYNOSA,TAMAULIPAS,28032090175,29/09/08,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIAS BENAVIDES SUC. PUENTE INTERNACI,FARMACIA,AVE. MIGUEL ALEMAN # 1240,CENTRO,87500,REYNOSA,TAMAULIPAS,28032090141,17/05/07,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
"FARMACIAS BENAVIDES S.A.B. DE C.V. SUC.
RODRIGUEZ",FARMACIA,"CALLE SANLUIS POTOSI N°315ENTRE ESQUINACALLE
VENUSTIANO CARRANZA",COLONIA RODRIGUEZ,88630,REYNOSA,TAMAULIPAS,28032090301,23/04/19,PSICOTROPICOS
