ESTABLECIMIENTO,GIRO,CALLE,COLONIA,"CODIGO 
POSTAL","MUNICIPIO O 
DELEGACION",ENTIDAD,LICENCIA,"FECHA 
EXPEDICION","LINEAS DE COMERCIALIZACION 
AUTORIZADAS (ESTUPEFACIENTES 
GRUPO I), (PSICOTRÓPICOS GRUPOS  
II, III), VACUNAS, TOXOIDES, SUEROS 
DE ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL, HEMODERIVADOS, 
(I,II,III,V,T,S,A,H) METADONA, 
OXYCONTIN)"
"""FARMACIAS MORELOS""",FARMACIA,"BLVD. IGNACIO GARCÍA 
TELLEZ No. 314","FRACC. COLÓN 2DA. 
SECC.",36500,IRAPUATO,GUANAJUATO,11017090052,07-jun-06,II y III
"""SANTA ROSA DE LIMA""",FARMACIA,BENITO JUÁREZ No. 117-B,LAS FUENTES,36500,IRAPUATO,GUANAJUATO,11017090055,07-jun-06,II y III
"""SAN FRANCISCO DE 
ASIS""",FARMACIA,ARCADIO RAMIREZ No. 1057-C,BENITO JUAREZ,36557,IRAPUATO,GUANAJUATO,11017090056,25-jun-01,"II y III, VACUNAS, TOXOIDES, SUEROS Y 
HEMODERIVADOS"
"""SAN FRANCISCO DE 
ASIS""",FARMACIA,PRINCIPE CARLOS No. 2530,LOS PRINCIPES,36640,IRAPUATO,GUANAJUATO,11017090060,24-ago-01,"II y III, VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS"
"""GUADALAJARA""",FARMACIA,"PASEO DE LA ALTIPLANICIE 
No. 41",CENTRO,36670,IRAPUATO,GUANAJUATO,11017090060,19-dic-06,"II y III, TOXOIDES, VACUNAS, 
ANTITOXINAS Y HEMODERIVADOS"
"""ANEXA A CAISES COLON""",FARMACIA,DIEGO DE VELAZQUEZ S/N,COLÓN,36530,IRAPUATO,GUANAJUATO,11017090061,26-feb-07,"II y III, TOXOIDES Y SUEROS"
"""MEDICA INSURGENTES 
HOSPITAL""",FARMACIA,AV. INSURGENTES No. 258,FRACC. LA PAZ,36560,IRAPUATO,GUANAJUATO,11017090063,22-may-07,"I, II y III, TOXOIDES Y SUEROS"
"""ISSEG No. 147""",FARMACIA,"BLVD. MARIANO J. GARCÍA No. 
1341",LUPITA,36576,IRAPUATO,GUANAJUATO,11017090065,06-ago-07,"II y III, VACUANAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"""FARMACIA SANBORN´S 
IRAPUATO""",FARMACIA,ALTAMIRANO No. 1,CENTRO,36500,IRAPUATO,GUANAJUATO,11017090071,07-dic-07,II y III
"""FARMACIAS ABC DE 
MEXICO""",FARMACIA,LEANDRO VALLE No. 339,CENTRO,36500,IRAPUATO,GUANAJUATO,11017090072,31-ene-08,"II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"""FARMACIAS ABC DE 
MEXICO""",FARMACIA,ALVARO OBREGÓN No. 245,CENTRO,36500,IRAPUATO,GUANAJUATO,11017090073,06-feb-08,"II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"""ISSEG No. 157""",FARMACIA,OAXACA No. 1732,MIGUEL HIDALGO,36250,IRAPUATO,GUANAJUATO,11017090075,27-mar-08,"II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"""ISSEG No. 156""",FARMACIA,"AV. PASEO SOLIDARIDAD No. 
12713",PRADERA,36630,IRAPUATO,GUANAJUATO,11017090076,31-mar-08,"II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"""SORIANA""",FARMACIA,"BLVD. SAN ROQUE ESQ. SAN 
JUAN S/N,",FRACC. SAN ROQUE,36660,IRAPUATO,GUANAJUATO,11017090077,19-may-08,"II y III, VACUNAS, TOXOIDES, SUEROS Y 
HEMODERIVADOS"
"""FARMACIAS ABC DE 
MEXICO""",FARMACIA,ALLENDE No. 35,CENTRO,36500,IRAPUATO,GUANAJUATO,11017090078,19-may-08,"II y III, VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS"
"""TIENDAS SORIANA""",FARMACIA,"BLVD. VILLAS DE IRAPUATO 
No. 1443",EJIDOS,36640,IRAPUATO,GUANAJUATO,11017090079,19-may-08,"II y III, VACUNAS, TOXOIDES, SUEROS Y 
HEMODERIVADOS"
"""FARMACIAS ABC DE 
MEXICO """,FARMACIA,AV. DE LA REFORMA No. 192,FRACC. GÁMEZ,36650,IRAPUATO,GUANAJUATO,11017090080,10-jun-08,"II y III, VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS"
"""CAISES IRAPUATO 
TORRES LANDA""",FARMACIA,TORRES LANDA No. 45,ALVARO OBREGON,36500,IRAPUATO,GUANAJUATO,11017090081,25-ago-08,"II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"""CISAME IRAPUATO""",FARMACIA,DIF S/N,"FRACCIONAMIENTO 
COLÓN",36530,IRAPUATO,GUANAJUATO,11017090082,25-nov-08,II y III
"""ISSEG No. 169""",FARMACIA,CASIMIRO LICEAGA No. 981,RENOVACIÓN,36530,IRAPUATO,GUANAJUATO,11017090083,26-nov-08,"II y III, VACUNAS, SUEROS, TOXOIDES, 
ANTITOXINAS, HEMODERIVADOS"
"""ISSEG No. 171""",FARMACIA,"BLVD. LAZARO CARDENAS No. 
4088 LOCAL 2","RESIENCIAL 
CAMPESTRE",36698,IRAPUATO,GUANAJUATO,11017090084,26-nov-08,"II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"""GUADALAJARA""",FARMACIA,"AV. ENRIQUE COLUNGA No. 
1541",FRACC. COLON,36597,IRAPUATO,GUANAJUATO,11017090085,14-ene-09,"II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"""FARMACIAS BENAVIDES 
SUC. BLVD. ARANDAS""",FARMACIA,AV. ARANDAS No. 1101,ESTRELLA,36615,IRAPUATO,GUANAJUATO,11017090086,24-feb-09,"II y III, VACUNAS,  TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"""CENTRO NUEVA VIDA""",FARMACIA,GERARDO MURILLO S/N,PURÍSIMA DEL JARDÍN,36500,IRAPUATO,GUANAJUATO,11017090087,20-jul-09,II y III
"ANEXA A UNIDAD DE ESP. 
MED. EN 
ENFER.CRONICAS",FARMACIA,GERARDO MURILLO S/N,"FRACC. PURÍSIMA DEL 
JARDÍN",36500,IRAPUATO,GUANAJUATO,11017090088,11-ago-09,II y III
"""GUADALAJARA""",FARMACIA,AV. DE LA REFORMA No. 1469,CD. DEPORTIVA,36500,IRAPUATO,GUANAJUATO,11017090089,24-sep-09,"II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"""ISSEG No. 118""",FARMACIA,"PASEO DE LAS PLAZAS No. 911 
LOCAL 6",FRACC. LAS PLAZAS,36620,IRAPUATO,GUANAJUATO,11017090090,16-oct-09,"II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"""ANEXA A CAISES 
COLONIA JUAREZ""",FARMACIA,PLAZUELA JUAREZ S/N,JUAREZ,36620,IRAPUATO,GUANAJUATO,11017090006,17-jun-14,"II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS."
"""ISSEG No. 144""",FARMACIA,BLVD. LOS REYES No. 569-A,LOS REYES,36568,IRAPUATO,GUANAJUATO,11017090092,09-mar-10,"II y III, VACUNAS, TOXOIDES Y SUEROS"
"""VASCO DE QUIROGA""",FARMACIA,SOSTENES ROCHA No. 486,CENTRO,36560,IRAPUATO,GUANAJUATO,11017090094,22-abr-10,"II y III, VACUNAS Y SUEROS"
"""CENTRO MEDICO 
NEUROLOGICO""",FARMACIA,AV. DE LA REFORMA No. 162-6,FRACC. GÁMEZ,36650,IRAPUATO,GUANAJUATO,11017090095,13-may-10,"II y III, VACUNAS, TOXOIDES Y SUEROS"
"""UMAPS LAGUNA LARGA""",FARMACIA,LAZARO CARDENAS S/N,LAGUNA LARGA,36827,IRAPUATO,GUANAJUATO,11017090097,28-oct-10,II y III
"""SORIANA EXPRESS 
IRAPUATO CENTRO""",FARMACIA,"AV. JUAN JOSE TORRES 
LANDA No. 326",SAN CAYETANO,36530,IRAPUATO,GUANAJUATO,11017090098,10-dic-10,"II y III, VACUNAS, TOXOIDES Y  
HEMODERIVADOS"
"""ISSEG No. 95""",FARMACIA,AV. GUERRERO No. 1797 INT. A,FRACC. GÁMEZ,36660,IRAPUATO,GUANAJUATO,11017090099,11-mar-11,"II y III, VACUNAS, TOXOIDES Y SUEROS"
"""ISSEG No. 148""",FARMACIA,"AV. ENRIQUE COLUNGA No. 
1150",GRANJAS SALDAÑA,36580,IRAPUATO,GUANAJUATO,11017090100,14-mar-11,"II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"ANEXA A HOSPITAL 
SAGRADO CORAZÓN DE 
JESÚS",FARMACIA,ALLENDE No. 212,CENTRO,36500,IRAPUATO,GUANAJUATO,11017090101,09-may-11,"I, II y III, SUEROS,TOXOIDES Y VACUNAS"
"""GUADALAJARA""",FARMACIA,BLVD. SOLIDARIDAD No. 11898,U.H.LABORATORIO C.F.E.,36631,IRAPUATO,GUANAJUATO,11017090102,06-sep-11,"II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"""GUADALAJARA""",FARMACIA,BLVD. ESTRELLA No. 159,ESTRELLA,36566,IRAPUATO,GUANAJUATO,11017090103,06-sep-11,"II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"""SUPERAMA IRAPUATO""",FARMACIA,"AVENIDA A VILLAS DE 
IRAPUATO No. 1861","EJIDO SAN FRANCISCO 
DE LAS CHARCAS",36670,IRAPUATO,GUANAJUATO,11017090104,09-sep-11,"II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"""SAN FRANCISCO DE 
ASIS""",FARMACIA,"AVENIDA DE LA REFORMA No. 
56",FRACC. GÁMEZ,36650,IRAPUATO,GUANAJUATO,11017090105,19-oct-11,"II y III, VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS"
"""ANEXA ACLINICA DE 
ESPECIALIDADES 
MEDICAS Y 
ODONTOLOGICAS DEL 
BAJIO""",FARMACIA,ORQUIDEA No. 161,FRACC. GÓMEZ,36650,IRAPUATO,GUANAJUATO,11017090106,17-nov-11,"I, II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"""WALMART 
SUPERCENTER IRAPUATO 
SUR""",FARMACIA,"AVENIDA ENRIQUE COLUNGA 
No. 1184",SAN ROQUE,36580,IRAPUATO,GUANAJUATO,11017090107,22-nov-11,"II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"""SAN FRANCISCO DE 
ASÍS""",FARMACIA,AV. ARANDAS No. 3450,ARANDAS,36821,IRAPUATO,GUANAJUATO,11017090108,14-dic-11,"II y III, VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS"
"""FARMACIAS DEL AHORRO 
SUCURSAL REFORMA""",FARMACIA,"AV. DE LA REFORMA MANZANA 
7 LOCAL 1 y 2",JARDINES DEL VALLE,36612,IRAPUATO,GUANAJUATO,11017090109,16-ene-12,"II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"""FARMACIAS DEL AHORRO 
SUCURSAL TELEGRAFOS""",FARMACIA,"AV. REVOLUCIÓN ESQ. CALLE 
NO REELECCIÓN No. 132",BARRIO SAN JOSE,36513,IRAPUATO,GUANAJUATO,11017090110,23-ene-12,"II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINS Y HEMODERIVADOS"
"""FARMACIAS DEL AHORRO 
SUCURSAL SAN PEDRO""",FARMACIA,"GUADALUPE VICTORIA No. 
2073",FRACC. GUERRERO,36690,IRAPUATO,GUANAJUATO,11017090111,03-feb-12,"II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"""FARMACIAS DEL AHORRO 
SUCURSAL HEROES""",FARMACIA,"AV. VILLAS DE IRAPUATO No. 
1400",EJIDO IRAPUATO,36670,IRAPUATO,GUANAJUATO,11017090112,16-feb-12,"II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"""FARMACIAS DEL AHORRO 
SUCURSAL MARIANO J. 
GARCIA""",FARMACIA,MARIANO J. GARCÍA No. 378,CENTRO,36500,IRAPUATO,GUANAJUATO,11017090113,09-mar-12,"II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"""FARMACIAS DEL AHORRO 
SUCURSAL GUERRERO""",FARMACIA,"AV. VICENTE GUERRERO No. 
2764","UNIDAD MODELO DEL 
IMMS",36620,IRAPUATO,GUANAJUATO,11017090114,12-abr-12,"II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"ANEXA A CLINICA PEMBA 
MEDICAL, S.A. DE C.V.",BOTICA,AV. DE LA REFORMA No. 1649,"CD. DEPORTIVA,",36612,IRAPUATO,GUANAJUATO,11017100001,17-jul-02,II y III
"""ANEXA AL HOSPITAL 
GENERAL  IRAPUATO""",FARMACIA,"REVERTE MEXICANO S/N 
INTERIOR A ESQUINA 
GUERRERO",VIVEROS REVOLUCIÓN,36520,IRAPUATO,GUANAJUATO,11017090005,30-may-14,"I, II y III, VACUNAS, TOXOIDES, SUEROS 
Y HEMODERIVADOS"
"""ANEXA AL CENTRO DE 
REHABILITACIÓN INFANTIL 
TELETON GTO""",BOTICA,AV. SIGLO XXI No. 1400,PREDIO LOS SAUCES,36500,IRAPUATO,GUANAJUATO,11017100004,05-sep-11,"I, II y III"
"""ANEXA AL CENTRO DE 
READAPTACIÓN SOCIAL 
DE IRAPUATO""",FARMACIA,VAZCO DE QUIROGA  S/N,MORELOS,36584,IRAPUATO,GUANAJUATO,11017100005,16-jun-06,"I, II y III"
"""CEJAIM""",FARMACIA,GUERRERO No. 1401,LA MODERNA,36500,IRAPUATO,GUANAJUATO,11017100006,26-feb-07,III
"""CAISES PURISIMA DEL 
JARDIN""",BOTICA,GERARDO MURILLO S/N,"FRACC. PURISIMA DEL 
JARDIN",36570,IRAPUATO,GUANAJUATO,11017100007,28-oct-10,II y III
"""ANEXA AL ISSSTE""",BOTICA,"AV. PASEO DE LA RIVERA No. 
275",LAS TROJES,36612,IRAPUATO,GUANAJUATO,11017100007,16-oct-07,"I, II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"""UMAPS RIVERA DE 
GUADALUPE""",BOTICA,MIGUEL HIDALGO No. 3,RIVERA DE GUADALUPE,36827,IRAPUATO,GUANAJUATO,11017100008,16-ene-12,"II y III, VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS"
"FARMACIA 
DERMATOLOGICA Y DE 
ESPECIALIDADES, S.A. DE 
C.V.",DROGUERÍA,AV. GUERRERO No. 1688-1,JARDINES DE IRAPUATO,36660,IRAPUATO,GUANAJUATO,11017110001,04-mar-02,II y III
PHARMA SKIN,DROGUERÍA,"BLDV. LAZARO CARDENAS No. 
922-C",LAS PALOMAS,36900,IRAPUATO,GUANAJUATO,11017110002,25-jul-05,II y III
ISSEG No. 15,FARMACIA,JUAREZ No. 141,CENTRO,38470,JARAL DEL PROGRESO,GUANAJUATO,11018090001,21-ene-04,"II y III, VACUNAS, TOXOIDES Y SUEROS"
SANTA CRUZ,FARMACIA,JUAREZ OTE. No. 208,"CENTRO, VICTORIA DE 
CORTAZAR",38470,JARAL DEL PROGRESO,GUANAJUATO,11018090002,15-mar-01,
ITZEL,FARMACIA,LA ROSA  No. 106-A,DEL VALLE,38470,JARAL DEL PROGRESO,GUANAJUATO,11018090003,13-dic-03,NO
SAN FRANCISCO DE ASIS,FARMACIA,PORFIRIO DIAZ No. 208,CENTRO,38470,JARAL DEL PROGRESO,GUANAJUATO,11018090011,07-sep-17,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL Y ANTITOXINAS DE 
ORIGEN ANIMAL"
SAN FRANCISCO DE ASIS,FARMACIA,PORFIRIO DIAZ No. 208,CENTRO,38470,JARAL DEL PROGRESO,GUANAJUATO,11018090004,25-oct-04,II y III
REINA DE LA PAZ,FARMACIA,MARIANO ABASOLO No. 201,CENTRO,38470,JARAL DEL PROGRESO,GUANAJUATO,11018090005,19-abr-01,
"HOSPITAL COMUNITARIO 
DE JARAL DEL PROGRESO",FARMACIA,AV. DEL TRABAJO No. 601,"PREDIO LAS 
ESPERANZAS",38470,JARAL DEL PROGRESO,GUANAJUATO,11018090006,10-ago-11,"I, II y III,  VACUNAS, TOXOIDES, 
SUEROS, ANTITOXINAS Y 
HEMODRIVADOS"
"ANEXA A CAISES JARAL 
DEL PROGRESO",FARMACIA,"CALZADA JUAN DE DIOS PEZA 
No. 302",LAS FLORES,38470,JARAL DEL PROGRESO,GUANAJUATO,11018090006,27-mar-07,"I, II y III, VACUNAS, TOXOIDES, SUEROS 
Y HEMODERIVADOS"
"FARMACIA I.S.S.E.G. NO. 
16",FARMACIA,FRAY ANGEL JUAREZ No. 32,CENTRO,38540,JERECUARO,GUANAJUATO,11019090021,27-ago-18,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
"""AZIZA""",FARMACIA,5 DE MAYO N.1-E,,,JERECUARO,GUANAJUATO,11019090001,09-mar-01,"II Y III,biologicos"
"ANEXA AL SANATORIO 
SAN RAFAEL",FARMACIA,BENJAMIN MENDEZ N.2-A,,,JERECUARO,GUANAJUATO,11019090002,28-nov-02,"II Y III,biologicos"
LA CRUZ,FARMACIA,MORELOS NO. 57-A,,,JERECUARO,GUANAJUATO,11019090004,07-jun-05,II Y III
LIZ,FARMACIA,"CORREGIDORA F, LOCALIDAD 
DE CANDELAS",,,JERECUARO,GUANAJUATO,11019090005,19-abr-07,"II Y III,biologicos"
LAS DDD,FARMACIA,AGUILAR MAYA NO. 31-A,CENTRO,38540,JERECUARO,GUANAJUATO,11019090007,25-jun-10,"II,III, VACUNAS,TOXOIDES,SUEROS Y 
HEMODERIVADOS"
"ANEXA A CAISES 
JERECUARO",BOTICA,5 DE MAYO NO. 10,CENTRO,38540,JERECUARO,GUANAJUATO,11019100003,15-feb-10,"II Y III,biologicos"
"ANEXA A UMAPS 
PURUAGUA",BOTICA,"CALZADA DE LOS LAURELES 
NO. 38 PURUAGUA",,,JERECUARO,GUANAJUATO,11019100004,11-oct-11,"II Y III,biologicos"
ANEXA A UMAPS CANOAS,BOTICA,"DOMICILIO CONOCIDO S/N 
CANOAS",,,JERECUARO,GUANAJUATO,11019100005,11-oct-11,"II Y III,biologicos"
"ANEXA A UMAPS OJO 
AGUA DE MENDOZA",BOTICA,"PRIVADA VICENTE GUERRERO 
NO. 7",,,JERECUARO,GUANAJUATO,11019100006,12-oct-11,"II Y III,biologicos"
"ANEXA AUMAPS 
ZATEMAYE",BOTICA,"HIDALGO S/N LOCALIDAD 
ZATEMAYE",,,JERECUARO,GUANAJUATO,11019100007,12-oct-11,"II Y III,biologicos"
"ANEXA A UMAPS 
CANDELAS",BOTICA,"DOMICILIO CONOCIDO  
LOCALIDAD CANDELAS",,,JERECUARO,GUANAJUATO,11019100008,12-oct-11,"II Y III,biologicos"
"ANEXA A UMAPS PIEDRAS 
DE LUMBRE",BOTICA,"DOMICILIO CONOCIDO 
LOCALIDAD PIEDRAS DE 
LUMBRE",,,JERECUARO,GUANAJUATO,11019100009,17-oct-11,"II Y III,biologicos"
"ANEXA A UMAPS EL 
FRESNO",BOTICA,"IGNACIO MANUEL 
ALTAMIRANO S/N  LOCALIDAD 
EL FRESNO",CENTRO,38540,JERECUARO,GUANAJUATO,11019100010,17-oct-11,"II Y III,biologicos"
"ANEXA A UMAPS LA 
SABANILLA",BOTICA,"DOMICILIO CONOCIDO  
CENTRO LA SABANILLA",,,JERECUARO,GUANAJUATO,11019100011,17-oct-11,"II Y III,biologicos"
"ANEXA A UMAPS SALTO 
DE PEÑA",BOTICA,"DOMICILIO CONOCIDO 
CENTRO SALTO DE PEÑA",,,JERECUARO,GUANAJUATO,11019100012,17-oct-11,"II Y III,biologicos"
"ANEXA A UMAPS EL 
HUIZACHE",BOTICA,"IGNACIO ZARAGOZA NO. 34  EL 
HUIZACHE",CENTRO,38540,JERECUARO,GUANAJUATO,11019100013,17-oct-11,"II Y III,biologicos"
"ANEXA A UMAPS EL 
TEPOZAN",BOTICA,"DOMICILIO CONOCIDO EL 
TEPOZAN",,,JERECUARO,GUANAJUATO,11019100014,17-oct-11,"II Y III,biologicos"
"ANEXA A UMAPS LA 
ENREDADORA",BOTICA,"DOMICILIO CONOCIDO LA 
ENREDADORA",,,JERECUARO,GUANAJUATO,11019100015,19-oct-11,"II Y III,biologicos"
"ANEXA A UMAPS SAN 
LUCAS",BOTICA,"LAS HUERTAS NO. 2  SAN 
LUCAS",CENTRO,38540,JERECUARO,GUANAJUATO,11019100016,20-oct-11,"II Y III,biologicos"
"ANEXA A UMAPS SAN 
PEDRO DE LOS 
AGUSTINOS",BOTICA,"HIDALGO S/N SAN PEDRO DE 
LOS AGUSTINOS JERECUARO",,,JERECUARO,GUANAJUATO,11019100017,31-oct-11,"II Y III,biologicos"
"ANEXA AL CENTRO DE 
SALUD RURAL SAN PABLO",FARMACIA,"JOSEFA ORTIZ DE DOMINGUEZ 
S/N SAN PABLO",,,JERECUARO,GUANAJUATO,11019100018,15-nov-11,"II Y III,biologicos"
GUADALAJARA,FARMACIA,"JUAN ALONSO DE TORRES 
NO.235",FRACC. SAN JERONIMO,C.P. 37204,LEON,GUANAJUATO,11020090062,27-ago-02,"PSICOTRÓPICOS GRUPO II III VACUNAS 
TOXOIDES SUEROS Y ANTITOXINAS DE 
ORIGEN ANIMAL HEMODERIVADOS"
"""SAN ANDRES""",FARMACIA,BLVD. J.ALONSO NO.2521,LEON II,C.P. 37408,LEON,GUANAJUATO,11020090002,21-sep-01,"PSICOTRÓPICOS GRUPO II III  
PRODUCTOS BIOLOGICOS"
"""ANEXA A SANATORIO 
MEDICA LEON SUR""",BOTICA,"BLVD. HERMANOS ALDAMA N. 
1534",SAN MIGUEL,C.P. 37480,LEON,GUANAJUATO,11020090002,22-nov-01,PSICOTRÓPICOS GRUPO II III
I.S.S.E.G. NO. 083,FARMACIA,"BLVD. GONZALEZ 
BOCANEGRA NO. 4402",SAN ISIDRO,C.P. 37530,LEON,GUANAJUATO,11020090390,16-ene-19,"PSICOTRÓPICOS GRUPO II III  
VACUNAS TOXOIDES SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL, HEMODERIVADOS"
ISSEG NO.53,FARMACIA,"BLVD. J.J. TORRES LANDA N. 
311",SAN MIGUEL,C.P. 37480,LEON,GUANAJUATO,11020090004,09-ene-09,"PSICOTRÓPICOS GRUPO II III  
PRODUCTOS BIOLOGICOS"
"""ANEXA A CLINICA DE VIAS 
DIG. GAMA CARPIO""",BOTICA,"BLVD. ADOLFO LOPEZ 
MATEOS N. 832 OTE","BLVD. ADOLFO LOPEZ 
MATEOS N. 832 OTE",,LEON,GUANAJUATO,11020090005,13-nov-00,PSICOTRÓPICOS GRUPO II III
"""EL FENIX""",FARMACIA,"ALVARO OBREGON No. 211, 
213, 215",CENTRO,C.P. 37000,LEON,GUANAJUATO,11020090006,24-sep-01,"PSICOTRÓPICOS GRUPO II III  vacunas, 
toxoides, sueros antitoxina hemoderivado"
"""SAN FRANCISCO DE 
ASIS""",FARMACIA,BLVD. HIDALGO N. 1001-A,LA FLORIDA,C.P. 37190,LEON,GUANAJUATO,11020090008,24-sep-01,"PSICOTRÓPICOS GRUPO II III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL"
"DERMATÓLOGICA 
DERMAPIEL",FARMACIA,PANORAMA NO. 203,COL. PANORAMA,37160,LEON,GUANAJUATO,11020090281,09-nov-15,PSICOTRÓPICOS GRUPO II III
HOSPITAL LEONES,BOTICA,HILARIO MEDINA No. 5009,SANTA ROSA DE LIMA,C.P. 37210,LEON,GUANAJUATO,110200900084,04-abr-01,PSICOTRÓPICOS GRUPO II III
"""ISSEG N. 20""",FARMACIA,20 DE ENERO N.1036,ALVARO OBREGON,C.P. 37680,LEON,GUANAJUATO,11020090010,25-sep-01,"PSICOTRÓPICOS GRUPO II III  
VACUNAS TOXOIDES SUEROS DE 
ORIGEN ANIMAL"
I.S.S.E.G. NO. 056,FARMACIA,AV. LA MERCED N.649,FRACC. GUADALUPE,37380,LEON,GUANAJUATO,11020090371,19-sep-18,"PSICOTRÓPICOS GRUPO II III  
VACUNAS TOXOIDES SUEROS DE 
ORIGEN ANIMAL ANTITOXINAS DE 
ORIGEN ANIMAL HEMODERIVADOS"
"""ISSEG N. 84""",FARMACIA,"BLVD. ADOLFO LOPEZ 
MATEOS ESQ JULIAN 
CARRILLO",MARGARITA,C.P. 37170,LEON,GUANAJUATO,11020090013,11-oct-10,"PSICOTRÓPICOS GRUPO II III  
PRODUCTOS BIOLOGICOS"
ISSEG NO. 51,FARMACIA,"BLVD GUANAJUATO ESQ 
ZITACUARO S/N",FRACC. HIDALGO,C.P. 37220,LEON,GUANAJUATO,11020090014,16-nov-01,"PSICOTRÓPICOS GRUPO II III  vacunas 
toxoide sueros de origen animal"
"""ISSEG N0. 72""",FARMACIA,CALLE NUEVA NO. 110,CENTRO,C.P. 37000,LEON,GUANAJUATO,11020090016,16-nov-01,"PSICOTRÓPICOS GRUPO II III  
PRODUCTOS BIOLOGICOS"
"""NUEVA AMERICA""",FARMACIA,PINO SUAREZ No. 701,CENTRO,C.P. 37000,LEON,GUANAJUATO,11020090017,18-ene-01,"PSICOTRÓPICOS GRUPO II III  
VACUNAS TOXOIDES"
"ANEXA A CLINICA 
""SAAVEDRA""",FARMACIA,BLVD. SAN PEDRO No. 532,SAN ISIDRO,C.P. 37510,LEON,GUANAJUATO,11020090017,16-abr-03,"PSICOTRÓPICOS GRUPO II III  
PRODUCTOS BIOLOGICOS"
"""SAN FRANCISCO DE 
ASIS""",FARMACIA,"BLVD. ADOLFO LOPEZ 
MATEOS NO. 821-A",OBREGON,C.P. 37680,LEON,GUANAJUATO,11020090018,09-feb-01,"ESTUPEFACIENTES GRUPO I 
PSICOTRÓPICOS GRUPO II III  
PRODUCTOS BIOLOGICOS"
ISSEG NO.85,FARMACIA,"VICENTE VALTIERRA NO. 2901,",SAN MANUEL,C.P. 37520,LEON,GUANAJUATO,11020090019,01-nov-01,"PSICOTRÓPICOS GRUPO II III  
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL."
ISSEG NO.71,FARMACIA,"AV. LEON NO.428,",JARDINES DEL MORAL,C.P. 37160,LEON,GUANAJUATO,11020090020,16-jun-10,"PSICOTRÓPICOS GRUPO II III  
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL, HEMODERIVADOS"
